route_key,route_original,city_origin,city_destination_main,is_multi_destination,destination_count,created_at
258,BOGOTA D.C. - APARTADO,BOGOTA D.C.,APARTADO,0,1,2026-04-22 20:01:39
259,BOGOTA D.C. - UTICA,BOGOTA D.C.,UTICA,0,1,2026-04-22 20:01:39
260,BOGOTA D.C. - PUERTO LOPEZ,BOGOTA D.C.,PUERTO LOPEZ,0,1,2026-04-22 20:01:39
261,"ARAUCA - ARAUQUITA , ARAUQUITA - SARAVENA , SARAVENA - TAME",ARAUCA,ARAUQUITA,1,3,2026-04-22 20:01:39
262,CARTAGENA - TURBACO,CARTAGENA,TURBACO,0,1,2026-04-22 20:01:39
263,VILLAVICENCIO - VILLAVICENCIO,VILLAVICENCIO,VILLAVICENCIO,0,1,2026-04-22 20:01:39
264,POPAYAN - GUACHENÉ,POPAYAN,GUACHENÉ,0,1,2026-04-22 20:01:39
265,PASTO - TUQUERRES,PASTO,TUQUERRES,0,1,2026-04-22 20:01:39
266,MEDELLIN - DON MATIAS,MEDELLIN,DON MATIAS,0,1,2026-04-22 20:01:39
267,"BOGOTA D.C. - PITALITO , BOGOTA D.C. - SAN ANDRES",BOGOTA D.C.,PITALITO,1,2,2026-04-22 20:01:39
268,BARRANQUILLA - MALAMBO,BARRANQUILLA,MALAMBO,0,1,2026-04-22 20:01:39
269,BOGOTA D.C. - ISNOS,BOGOTA D.C.,ISNOS,0,1,2026-04-22 20:01:39
270,PASTO - IPIALES,PASTO,IPIALES,0,1,2026-04-22 20:01:39
271,MOCOA - SIBUNDOY,MOCOA,SIBUNDOY,0,1,2026-04-22 20:01:39
272,"SINCELEJO - LOS PALMITOS , SINCELEJO - COROZAL , SINCELEJO - OVEJAS , SINCELEJO - CHALAN , SINCELEJO - COLOSO",SINCELEJO,LOS PALMITOS,1,5,2026-04-22 20:01:39
273,PASTO - CUMBAL,PASTO,CUMBAL,0,1,2026-04-22 20:01:39
274,BOGOTA D.C. - SOACHA,BOGOTA D.C.,SOACHA,0,1,2026-04-22 20:01:39
275,TUNJA - OTANCHE,TUNJA,OTANCHE,0,1,2026-04-22 20:01:39
276,BOGOTA D.C. - FLANDES,BOGOTA D.C.,FLANDES,0,1,2026-04-22 20:01:39
277,"BUCARAMANGA - SAN GIL , SAN GIL - VELEZ",BUCARAMANGA,SAN GIL,1,2,2026-04-22 20:01:39
278,BOGOTA D.C. - ITSMINA,BOGOTA D.C.,ITSMINA,0,1,2026-04-22 20:01:39
279,MEDELLIN - CAUCASIA,MEDELLIN,CAUCASIA,0,1,2026-04-22 20:01:39
280,MANIZALES - PAIPA,MANIZALES,PAIPA,0,1,2026-04-22 20:01:39
281,MONTERIA - CHINU,MONTERIA,CHINU,0,1,2026-04-22 20:01:39
282,BUCARAMANGA - PALMAS - SOCORRO,BUCARAMANGA,PALMAS - SOCORRO,0,1,2026-04-22 20:01:39
283,BOGOTA D.C. - VALENCIA,BOGOTA D.C.,VALENCIA,0,1,2026-04-22 20:01:39
284,MONTERIA - CANALETE,MONTERIA,CANALETE,0,1,2026-04-22 20:01:39
285,BOGOTA D.C. - POPAYAN,BOGOTA D.C.,POPAYAN,0,1,2026-04-22 20:01:39
286,SINCELEJO - GALERAS,SINCELEJO,GALERAS,0,1,2026-04-22 20:01:39
287,YOPAL - RECETOR,YOPAL,RECETOR,0,1,2026-04-22 20:01:39
288,"BARRANQUILLA - LURUACO , BARRANQUILLA - MANATI , BARRANQUILLA - USIACURI , BARRANQUILLA - JUAN - ACOSTA",BARRANQUILLA,LURUACO,1,4,2026-04-22 20:01:39
289,BOGOTA D.C. - VILLAMARIA,BOGOTA D.C.,VILLAMARIA,0,1,2026-04-22 20:01:39
290,BOGOTA D.C. - ALPUJARRA,BOGOTA D.C.,ALPUJARRA,0,1,2026-04-22 20:01:39
291,VILLAVICENCIO - SAN - DE ARAMA,VILLAVICENCIO,SAN - DE ARAMA,0,1,2026-04-22 20:01:39
292,SINCELEJO - SAN PEDRO,SINCELEJO,SAN PEDRO,0,1,2026-04-22 20:01:39
293,BOGOTA D.C. - TUNJA,BOGOTA D.C.,TUNJA,0,1,2026-04-22 20:01:39
294,CALI - CALI,CALI,CALI,0,1,2026-04-22 20:01:39
295,POPAYAN - PAEZ,POPAYAN,PAEZ,0,1,2026-04-22 20:01:39
296,SINCELEJO - CHALAN,SINCELEJO,CHALAN,0,1,2026-04-22 20:01:39
297,BOGOTA D.C. - MANI,BOGOTA D.C.,MANI,0,1,2026-04-22 20:01:39
298,VALLEDUPAR - LA - DE IBIRICO,VALLEDUPAR,LA - DE IBIRICO,0,1,2026-04-22 20:01:39
299,MEDELLIN - SAN CARLOS,MEDELLIN,SAN CARLOS,0,1,2026-04-22 20:01:39
300,VILLAVICENCIO - EL CASTILLO,VILLAVICENCIO,EL CASTILLO,0,1,2026-04-22 20:01:39
301,BOGOTA D.C. - GOMEZ PLATA,BOGOTA D.C.,GOMEZ PLATA,0,1,2026-04-22 20:01:39
302,ARAUCA - ARAUCA,ARAUCA,ARAUCA,0,1,2026-04-22 20:01:39
303,LETICIA - PUERTO NARINO,LETICIA,PUERTO NARINO,0,1,2026-04-22 20:01:39
304,BOGOTA D.C. - TRINIDAD,BOGOTA D.C.,TRINIDAD,0,1,2026-04-22 20:01:39
305,BOGOTA D.C. - ITAGUI,BOGOTA D.C.,ITAGUI,0,1,2026-04-22 20:01:39
306,"IBAGUE - ESPINAL , IBAGUE - MELGAR",IBAGUE,ESPINAL,1,2,2026-04-22 20:01:39
307,BOGOTA D.C. - NILO,BOGOTA D.C.,NILO,0,1,2026-04-22 20:01:39
308,BOGOTA D.C. - SAN AGUSTIN,BOGOTA D.C.,SAN AGUSTIN,0,1,2026-04-22 20:01:39
309,"SINCELEJO - GALERAS , SINCELEJO - SAN PEDRO , SINCELEJO - CHALAN",SINCELEJO,GALERAS,1,3,2026-04-22 20:01:39
310,"SINCELEJO - CHALAN , SINCELEJO - CHALAN",SINCELEJO,CHALAN,1,2,2026-04-22 20:01:39
311,BOGOTA D.C. - INIRIDA,BOGOTA D.C.,INIRIDA,0,1,2026-04-22 20:01:39
312,BOGOTA D.C. - TUCHIN,BOGOTA D.C.,TUCHIN,0,1,2026-04-22 20:01:39
313,BOGOTA D.C. - FUNZA,BOGOTA D.C.,FUNZA,0,1,2026-04-22 20:01:39
314,PEREIRA - BOGOTA D.C.,PEREIRA,BOGOTA D.C.,0,1,2026-04-22 20:01:39
315,POPAYAN - SANTANDER - Q.,POPAYAN,SANTANDER - Q.,0,1,2026-04-22 20:01:39
316,BOGOTA D.C. - LORICA,BOGOTA D.C.,LORICA,0,1,2026-04-22 20:01:39
317,BOGOTA D.C. - RESTREPO,BOGOTA D.C.,RESTREPO,0,1,2026-04-22 20:01:39
318,BOGOTA D.C. - SAN ANDRES,BOGOTA D.C.,SAN ANDRES,0,1,2026-04-22 20:01:39
319,BOGOTA D.C. - SAN - DEL GUAVIAR,BOGOTA D.C.,SAN - DEL GUAVIAR,0,1,2026-04-22 20:01:39
320,CARTAGENA - MAGANGUE,CARTAGENA,MAGANGUE,0,1,2026-04-22 20:01:39
321,BOGOTA D.C. - COTA,BOGOTA D.C.,COTA,0,1,2026-04-22 20:01:39
322,TUNJA - TIBANA,TUNJA,TIBANA,0,1,2026-04-22 20:01:39
323,SINCELEJO - SAN ONOFRE,SINCELEJO,SAN ONOFRE,0,1,2026-04-22 20:01:39
324,BOGOTA D.C. - POLICARPA,BOGOTA D.C.,POLICARPA,0,1,2026-04-22 20:01:39
325,FLORENCIA - EL PAUJIL,FLORENCIA,EL PAUJIL,0,1,2026-04-22 20:01:39
326,BOGOTA D.C. - JARDIN,BOGOTA D.C.,JARDIN,0,1,2026-04-22 20:01:39
327,BOGOTA D.C. - SILVANIA,BOGOTA D.C.,SILVANIA,0,1,2026-04-22 20:01:39
328,"BOGOTA D.C. - BARRANQUILLA , BARRANQUILLA - CARTAGENA",BOGOTA D.C.,BARRANQUILLA,1,2,2026-04-22 20:01:39
329,"BOGOTA D.C. - POPAYAN , BOGOTA D.C. - PUERTO CARRENO",BOGOTA D.C.,POPAYAN,1,2,2026-04-22 20:01:39
330,QUIBDO - EL CARMEN,QUIBDO,EL CARMEN,0,1,2026-04-22 20:01:39
331,VILLAVICENCIO - EL DORADO,VILLAVICENCIO,EL DORADO,0,1,2026-04-22 20:01:39
332,"NEIVA - SANTA MARIA , NEIVA - GARZON",NEIVA,SANTA MARIA,1,2,2026-04-22 20:01:39
333,"MEDELLIN - SAN ROQUE , MEDELLIN - ENTRERRIOS",MEDELLIN,SAN ROQUE,1,2,2026-04-22 20:01:39
334,BUCARAMANGA - GIRON,BUCARAMANGA,GIRON,0,1,2026-04-22 20:01:39
335,MEDELLIN - TURBO,MEDELLIN,TURBO,0,1,2026-04-22 20:01:39
336,BOGOTA D.C. - MOMPOS,BOGOTA D.C.,MOMPOS,0,1,2026-04-22 20:01:39
337,"BARRANQUILLA - SANTA LUCIA , BARRANQUILLA - CANDELARIA , BARRANQUILLA - PALMAR - VARELA (ATLANTICO) , BARRANQUILLA - MALAMBO",BARRANQUILLA,SANTA LUCIA,1,4,2026-04-22 20:01:39
338,QUIBDO - CERTEGUI (CHOCO),QUIBDO,CERTEGUI (CHOCO),0,1,2026-04-22 20:01:39
339,"BARRANQUILLA - MALAMBO , BARRANQUILLA - MALAMBO , BARRANQUILLA - MALAMBO",BARRANQUILLA,MALAMBO,1,3,2026-04-22 20:01:39
340,YOPAL - PAZ - ARIPORO,YOPAL,PAZ - ARIPORO,0,1,2026-04-22 20:01:39
341,BOGOTA D.C. - MADRID,BOGOTA D.C.,MADRID,0,1,2026-04-22 20:01:39
342,BOGOTA D.C. - SIBATE,BOGOTA D.C.,SIBATE,0,1,2026-04-22 20:01:39
343,QUIBDO - MEDIO - JUAN (CHOCO),QUIBDO,MEDIO - JUAN (CHOCO),0,1,2026-04-22 20:01:39
344,"QUIBDO - ITSMINA , QUIBDO - MUNICIPIO - DEL DARIEN",QUIBDO,ITSMINA,1,2,2026-04-22 20:01:39
345,CALI - FLORENCIA,CALI,FLORENCIA,0,1,2026-04-22 20:01:39
346,"CARTAGENA - MAGANGUE , CARTAGENA - SAN ESTANISLAO",CARTAGENA,MAGANGUE,1,2,2026-04-22 20:01:39
347,"BUCARAMANGA - VILLANUEVA , BUCARAMANGA - CERRITO",BUCARAMANGA,VILLANUEVA,1,2,2026-04-22 20:01:39
348,TUNJA - SANTA - DE VITERB,TUNJA,SANTA - DE VITERB,0,1,2026-04-22 20:01:39
349,BARRANQUILLA - PUERTO LIBERTADOR,BARRANQUILLA,PUERTO LIBERTADOR,0,1,2026-04-22 20:01:39
350,MEDELLIN - APARTADO,MEDELLIN,APARTADO,0,1,2026-04-22 20:01:39
351,BOGOTA D.C. - DIBULLA GUAJIRA,BOGOTA D.C.,DIBULLA GUAJIRA,0,1,2026-04-22 20:01:39
352,BOGOTA D.C. - ACHI,BOGOTA D.C.,ACHI,0,1,2026-04-22 20:01:39
353,TUNJA - COPER,TUNJA,COPER,0,1,2026-04-22 20:01:39
354,TUNJA - SAN - DE GACENO,TUNJA,SAN - DE GACENO,0,1,2026-04-22 20:01:39
355,"MEDELLIN - ALEJANDRIA , MEDELLIN - SAN RAFAEL , MEDELLIN - PENOL",MEDELLIN,ALEJANDRIA,1,3,2026-04-22 20:01:39
356,VALLEDUPAR - EL COPEY,VALLEDUPAR,EL COPEY,0,1,2026-04-22 20:01:39
357,BOGOTA D.C. - LA - DE IBIRICO,BOGOTA D.C.,LA - DE IBIRICO,0,1,2026-04-22 20:01:39
358,BOGOTA D.C. - SOGAMOSO,BOGOTA D.C.,SOGAMOSO,0,1,2026-04-22 20:01:39
359,SANTA MARTA - GUAMAL,SANTA MARTA,GUAMAL,0,1,2026-04-22 20:01:39
360,POPAYAN - CALDONO,POPAYAN,CALDONO,0,1,2026-04-22 20:01:39
361,MONTERIA - SAN - V.,MONTERIA,SAN - V.,0,1,2026-04-22 20:01:39
362,BOGOTA D.C. - QUIMBAYA,BOGOTA D.C.,QUIMBAYA,0,1,2026-04-22 20:01:39
363,VILLAVICENCIO - PUERTO GAITAN,VILLAVICENCIO,PUERTO GAITAN,0,1,2026-04-22 20:01:39
364,MEDELLIN - SEGOVIA,MEDELLIN,SEGOVIA,0,1,2026-04-22 20:01:39
365,PASTO - LA UNION,PASTO,LA UNION,0,1,2026-04-22 20:01:39
366,BOGOTA D.C. - OVEJAS,BOGOTA D.C.,OVEJAS,0,1,2026-04-22 20:01:39
367,POPAYAN - INZA,POPAYAN,INZA,0,1,2026-04-22 20:01:39
368,BOGOTA D.C. - BELMIRA,BOGOTA D.C.,BELMIRA,0,1,2026-04-22 20:01:39
369,BOGOTA D.C. - MOCOA,BOGOTA D.C.,MOCOA,0,1,2026-04-22 20:01:39
370,BOGOTA D.C. - NEIVA,BOGOTA D.C.,NEIVA,0,1,2026-04-22 20:01:39
371,BOGOTA D.C. - PUERTO TEJADA,BOGOTA D.C.,PUERTO TEJADA,0,1,2026-04-22 20:01:39
372,BOGOTA D.C. - GACHALA,BOGOTA D.C.,GACHALA,0,1,2026-04-22 20:01:39
373,"TUNJA - TINJACA , TUNJA - NUEVO COLON , TUNJA - TIBANA",TUNJA,TINJACA,1,3,2026-04-22 20:01:39
374,"RIOHACHA - MANAURE , MANAURE - MAICAO",RIOHACHA,MANAURE,1,2,2026-04-22 20:01:39
375,"CUCUTA - SILOS , CUCUTA - ABREGO",CUCUTA,SILOS,1,2,2026-04-22 20:01:39
376,"BUCARAMANGA - BARRANCABERMEJA , BUCARAMANGA - BARRANCABERMEJA",BUCARAMANGA,BARRANCABERMEJA,1,2,2026-04-22 20:01:39
377,RIOHACHA - ALBANIA (GUAJIRA),RIOHACHA,ALBANIA (GUAJIRA),0,1,2026-04-22 20:01:39
378,BOGOTA D.C. - CERETE,BOGOTA D.C.,CERETE,0,1,2026-04-22 20:01:39
379,SAN - DEL GUAVIAR - MIRAFLORES,SAN,DEL GUAVIAR - MIRAFLORES,0,1,2026-04-22 20:01:39
380,BOGOTA D.C. - CAJAMARCA,BOGOTA D.C.,CAJAMARCA,0,1,2026-04-22 20:01:39
381,"RIOHACHA - DIBULLA GUAJIRA , RIOHACHA - DIBULLA GUAJIRA",RIOHACHA,DIBULLA GUAJIRA,1,2,2026-04-22 20:01:39
382,SINCELEJO - MAJAGUAL,SINCELEJO,MAJAGUAL,0,1,2026-04-22 20:01:39
383,TUNJA - SATIVASUR,TUNJA,SATIVASUR,0,1,2026-04-22 20:01:39
384,BOGOTA D.C. - ACACIAS,BOGOTA D.C.,ACACIAS,0,1,2026-04-22 20:01:39
385,PASTO - ARBOLEDA,PASTO,ARBOLEDA,0,1,2026-04-22 20:01:39
386,BOGOTA D.C. - SAN GIL,BOGOTA D.C.,SAN GIL,0,1,2026-04-22 20:01:39
387,MONTERIA - BUENAVISTA,MONTERIA,BUENAVISTA,0,1,2026-04-22 20:01:39
388,BOGOTA D.C. - SANTA - DE OSOS,BOGOTA D.C.,SANTA - DE OSOS,0,1,2026-04-22 20:01:39
389,"PEREIRA - BELEN - UMBRIA , PEREIRA - QUINCHIA",PEREIRA,BELEN - UMBRIA,1,2,2026-04-22 20:01:39
390,BOGOTA D.C. - ARACATACA,BOGOTA D.C.,ARACATACA,0,1,2026-04-22 20:01:39
391,MONTERIA - PLANETA RICA,MONTERIA,PLANETA RICA,0,1,2026-04-22 20:01:39
392,QUIBDO - ITSMINA,QUIBDO,ITSMINA,0,1,2026-04-22 20:01:39
393,BOGOTA D.C. - FACATATIVA,BOGOTA D.C.,FACATATIVA,0,1,2026-04-22 20:01:39
394,BOGOTA D.C. - MONIQUIRA,BOGOTA D.C.,MONIQUIRA,0,1,2026-04-22 20:01:39
395,MONTERIA - TIERRALTA,MONTERIA,TIERRALTA,0,1,2026-04-22 20:01:39
396,"VALLEDUPAR - EL COPEY , EL COPEY - LA - DE IBIRICO , LA - DE IBIRICO - CHIMICHAGUA",VALLEDUPAR,EL COPEY,1,3,2026-04-22 20:01:39
397,FLORENCIA - ALBANIA,FLORENCIA,ALBANIA,0,1,2026-04-22 20:01:39
398,"BOGOTA D.C. - NEIVA , BOGOTA D.C. - TUNJA",BOGOTA D.C.,NEIVA,1,2,2026-04-22 20:01:39
399,"BOGOTA D.C. - GARAGOA , BOGOTA D.C. - RAMIRIQUI",BOGOTA D.C.,GARAGOA,1,2,2026-04-22 20:01:39
400,CARTAGENA - TURBANA,CARTAGENA,TURBANA,0,1,2026-04-22 20:01:39
401,BOGOTA D.C. - SARAVENA,BOGOTA D.C.,SARAVENA,0,1,2026-04-22 20:01:39
402,BOGOTA D.C. - NUEVA - (MAGDALENA),BOGOTA D.C.,NUEVA - (MAGDALENA),0,1,2026-04-22 20:01:39
403,MONTERIA - VALENCIA,MONTERIA,VALENCIA,0,1,2026-04-22 20:01:39
404,BOGOTA D.C. - FUSAGASUGA,BOGOTA D.C.,FUSAGASUGA,0,1,2026-04-22 20:01:39
405,BOGOTA D.C. - UBATE,BOGOTA D.C.,UBATE,0,1,2026-04-22 20:01:39
406,MANIZALES - LA DORADA,MANIZALES,LA DORADA,0,1,2026-04-22 20:01:39
407,IBAGUE - ATACO,IBAGUE,ATACO,0,1,2026-04-22 20:01:39
408,POPAYAN - TORIBIO,POPAYAN,TORIBIO,0,1,2026-04-22 20:01:39
409,BOGOTA D.C. - ZIPAQUIRA,BOGOTA D.C.,ZIPAQUIRA,0,1,2026-04-22 20:01:39
410,SINCELEJO - SINCE,SINCELEJO,SINCE,0,1,2026-04-22 20:01:39
411,TUNJA - SIACHOQUE,TUNJA,SIACHOQUE,0,1,2026-04-22 20:01:39
412,"PASTO - PUERRES , PASTO - ILES",PASTO,PUERRES,1,2,2026-04-22 20:01:39
413,BOGOTA D.C. - SAN MARTIN,BOGOTA D.C.,SAN MARTIN,0,1,2026-04-22 20:01:39
414,"NEIVA - PALERMO , NEIVA - PALERMO",NEIVA,PALERMO,1,2,2026-04-22 20:01:39
415,VILLAVICENCIO - CABUYARO,VILLAVICENCIO,CABUYARO,0,1,2026-04-22 20:01:39
416,"MONTERIA - CANALETE , MONTERIA - PLANETA RICA",MONTERIA,CANALETE,1,2,2026-04-22 20:01:39
417,"ARMENIA - LA TEBAIDA , ARMENIA - LA TEBAIDA",ARMENIA,LA TEBAIDA,1,2,2026-04-22 20:01:39
418,"MEDELLIN - NECOCLI , MEDELLIN - SAN - URABA",MEDELLIN,NECOCLI,1,2,2026-04-22 20:01:39
419,MEDELLIN - BELLO,MEDELLIN,BELLO,0,1,2026-04-22 20:01:39
420,"ARMENIA - CALARCA , ARMENIA - CALARCA",ARMENIA,CALARCA,1,2,2026-04-22 20:01:39
421,BOGOTA D.C. - SAN - V.,BOGOTA D.C.,SAN - V.,0,1,2026-04-22 20:01:39
422,"ARMENIA - IBAGUE , ARMENIA - IBAGUE",ARMENIA,IBAGUE,1,2,2026-04-22 20:01:39
423,MOCOA - SOLANO,MOCOA,SOLANO,0,1,2026-04-22 20:01:39
424,"MONTERIA - LORICA , MONTERIA - CIENAGA - ORO",MONTERIA,LORICA,1,2,2026-04-22 20:01:39
425,VILLAVICENCIO - MAPIRIPAN,VILLAVICENCIO,MAPIRIPAN,0,1,2026-04-22 20:01:39
426,MEDELLIN - EL BAGRE,MEDELLIN,EL BAGRE,0,1,2026-04-22 20:01:39
427,SANTA MARTA - ZONA - - MAGDALENA,SANTA MARTA,ZONA - - MAGDALENA,0,1,2026-04-22 20:01:39
428,BOGOTA D.C. - VETAS,BOGOTA D.C.,VETAS,0,1,2026-04-22 20:01:39
429,MOCOA - MORELIA,MOCOA,MORELIA,0,1,2026-04-22 20:01:39
430,NEIVA - GIGANTE,NEIVA,GIGANTE,0,1,2026-04-22 20:01:39
431,"CARTAGENA - TURBACO , CARTAGENA - TURBACO",CARTAGENA,TURBACO,1,2,2026-04-22 20:01:39
432,BOGOTA D.C. - TOCANCIPA,BOGOTA D.C.,TOCANCIPA,0,1,2026-04-22 20:01:39
433,POPAYAN - GUAPI,POPAYAN,GUAPI,0,1,2026-04-22 20:01:39
434,"PASTO - ALBAN , PASTO - ARBOLEDA",PASTO,ALBAN,1,2,2026-04-22 20:01:39
435,SANTA MARTA - SAN SEBASTIAN,SANTA MARTA,SAN SEBASTIAN,0,1,2026-04-22 20:01:39
436,MANIZALES - SAMANA,MANIZALES,SAMANA,0,1,2026-04-22 20:01:39
437,MANIZALES - RIOSUCIO,MANIZALES,RIOSUCIO,0,1,2026-04-22 20:01:39
438,NEIVA - LA PLATA,NEIVA,LA PLATA,0,1,2026-04-22 20:01:39
439,"BOGOTA D.C. - TIERRALTA , BOGOTA D.C. - PUERTO RICO",BOGOTA D.C.,TIERRALTA,1,2,2026-04-22 20:01:39
440,BOGOTA D.C. - SAN ONOFRE,BOGOTA D.C.,SAN ONOFRE,0,1,2026-04-22 20:01:39
441,"MANIZALES - PEREIRA , PEREIRA - ARMENIA",MANIZALES,PEREIRA,1,2,2026-04-22 20:01:39
442,VILLAVICENCIO - SAN - DE G,VILLAVICENCIO,SAN - DE G,0,1,2026-04-22 20:01:39
443,BOGOTA D.C. - DUITAMA,BOGOTA D.C.,DUITAMA,0,1,2026-04-22 20:01:39
444,"TUNJA - CORRALES , TUNJA - TOPAGA , TUNJA - DUITAMA",TUNJA,CORRALES,1,3,2026-04-22 20:01:39
445,BOGOTA D.C. - PUERTO CARRENO,BOGOTA D.C.,PUERTO CARRENO,0,1,2026-04-22 20:01:39
446,BOGOTA D.C. - SAN JACINTO,BOGOTA D.C.,SAN JACINTO,0,1,2026-04-22 20:01:39
447,BOGOTA D.C. - MANAURE,BOGOTA D.C.,MANAURE,0,1,2026-04-22 20:01:39
448,BOGOTA D.C. - YUMBO,BOGOTA D.C.,YUMBO,0,1,2026-04-22 20:01:39
449,TUNJA - MONIQUIRA,TUNJA,MONIQUIRA,0,1,2026-04-22 20:01:39
450,"TUNJA - MONIQUIRA , TUNJA - NOBSA (BOYACA)",TUNJA,MONIQUIRA,1,2,2026-04-22 20:01:39
451,BOGOTA D.C. - IPIALES,BOGOTA D.C.,IPIALES,0,1,2026-04-22 20:01:39
452,"MOCOA - SIBUNDOY , MOCOA - VALLE GUAMUEZ (LA HORMIGA)",MOCOA,SIBUNDOY,1,2,2026-04-22 20:01:39
453,POPAYAN - TIMBIO,POPAYAN,TIMBIO,0,1,2026-04-22 20:01:39
454,"BOGOTA D.C. - PUERTO TRIUNFO , PUERTO TRIUNFO - LA DORADA , LA DORADA - GUADUAS",BOGOTA D.C.,PUERTO TRIUNFO,1,3,2026-04-22 20:01:39
455,BOGOTA D.C. - CUMARAL,BOGOTA D.C.,CUMARAL,0,1,2026-04-22 20:01:39
456,"TINJACA - GAMEZA , TUNJA - PESCA",TINJACA,GAMEZA,1,2,2026-04-22 20:01:39
457,"BUCARAMANGA - PINCHOTE , BUCARAMANGA - PUERTO WILCHES",BUCARAMANGA,PINCHOTE,1,2,2026-04-22 20:01:39
458,NEIVA - VILLAVIEJA,NEIVA,VILLAVIEJA,0,1,2026-04-22 20:01:39
459,MONTERIA - CERETE,MONTERIA,CERETE,0,1,2026-04-22 20:01:39
460,"SINCELEJO - SAN ONOFRE , SINCELEJO - TOLU",SINCELEJO,SAN ONOFRE,1,2,2026-04-22 20:01:39
461,PASTO - ANCUYA,PASTO,ANCUYA,0,1,2026-04-22 20:01:39
462,CARTAGENA - CARTAGENA,CARTAGENA,CARTAGENA,0,1,2026-04-22 20:01:39
463,CALI - RESTREPO,CALI,RESTREPO,0,1,2026-04-22 20:01:39
464,BUCARAMANGA - PIEDECUESTA,BUCARAMANGA,PIEDECUESTA,0,1,2026-04-22 20:01:39
465,BUCARAMANGA - CIMITARRA,BUCARAMANGA,CIMITARRA,0,1,2026-04-22 20:01:39
466,BOGOTA D.C. - SAN - DE GACENO,BOGOTA D.C.,SAN - DE GACENO,0,1,2026-04-22 20:01:39
467,CALI - ARGELIA,CALI,ARGELIA,0,1,2026-04-22 20:01:39
468,BOGOTA D.C. - PUEBLO BELLO,BOGOTA D.C.,PUEBLO BELLO,0,1,2026-04-22 20:01:39
469,BOGOTA D.C. - CIENAGA,BOGOTA D.C.,CIENAGA,0,1,2026-04-22 20:01:39
470,SAN - DEL GUAVIAR - SAN - DEL GUAVIAR,SAN,DEL GUAVIAR - SAN - DEL GUAVIAR,0,1,2026-04-22 20:01:39
471,POPAYAN - PUERTO TEJADA,POPAYAN,PUERTO TEJADA,0,1,2026-04-22 20:01:39
472,BOGOTA D.C. - COROZAL,BOGOTA D.C.,COROZAL,0,1,2026-04-22 20:01:39
473,BOGOTA D.C. - EL BANCO,BOGOTA D.C.,EL BANCO,0,1,2026-04-22 20:01:39
474,CALI - BOLIVAR,CALI,BOLIVAR,0,1,2026-04-22 20:01:39
475,MEDELLIN - SAN ANDRES,MEDELLIN,SAN ANDRES,0,1,2026-04-22 20:01:39
476,"BARRANQUILLA - PIOJO , BARRANQUILLA - LURUACO , BARRANQUILLA - PIOJO",BARRANQUILLA,PIOJO,1,3,2026-04-22 20:01:39
477,MEDELLIN - SAN - URABA,MEDELLIN,SAN - URABA,0,1,2026-04-22 20:01:39
478,CALI - YOTOCO,CALI,YOTOCO,0,1,2026-04-22 20:01:39
479,VALLEDUPAR - CHIRIGUANA,VALLEDUPAR,CHIRIGUANA,0,1,2026-04-22 20:01:39
480,MEDELLIN - FRONTINO,MEDELLIN,FRONTINO,0,1,2026-04-22 20:01:39
481,BOGOTA D.C. - MEDIO BAUDO,BOGOTA D.C.,MEDIO BAUDO,0,1,2026-04-22 20:01:39
482,BOGOTA D.C. - FOMEQUE,BOGOTA D.C.,FOMEQUE,0,1,2026-04-22 20:01:39
483,BOGOTA D.C. - PUERTO COLOMBIA,BOGOTA D.C.,PUERTO COLOMBIA,0,1,2026-04-22 20:01:39
484,CUCUTA - EL ZULIA,CUCUTA,EL ZULIA,0,1,2026-04-22 20:01:39
485,"BARRANQUILLA - SOLEDAD , BARRANQUILLA - PUERTO COLOMBIA",BARRANQUILLA,SOLEDAD,1,2,2026-04-22 20:01:39
486,"PEREIRA - SANTUARIO , PEREIRA - BELEN - UMBRIA",PEREIRA,SANTUARIO,1,2,2026-04-22 20:01:39
487,CALI - LA VICTORIA,CALI,LA VICTORIA,0,1,2026-04-22 20:01:39
488,"PEREIRA - PUEBLO RICO , PEREIRA - BELEN - UMBRIA",PEREIRA,PUEBLO RICO,1,2,2026-04-22 20:01:39
489,BOGOTA D.C. - GARAGOA,BOGOTA D.C.,GARAGOA,0,1,2026-04-22 20:01:39
490,VALLEDUPAR - EL PASO,VALLEDUPAR,EL PASO,0,1,2026-04-22 20:01:39
491,NEIVA - PITALITO,NEIVA,PITALITO,0,1,2026-04-22 20:01:39
492,"TUNJA - SUTAMARCHAN , TUNJA - SUTAMARCHAN",TUNJA,SUTAMARCHAN,1,2,2026-04-22 20:01:39
493,"CALI - PALMIRA , CALI - PALMIRA , CALI - PALMIRA , CALI - PALMIRA",CALI,PALMIRA,1,4,2026-04-22 20:01:39
494,"QUIBDO - LLORO , QUIBDO - CERTEGUI (CHOCO)",QUIBDO,LLORO,1,2,2026-04-22 20:01:39
495,"PASTO - CONSACA , PASTO - NARINO (RM) , PASTO - LA FLORIDA , PASTO - YACUANQUER , PASTO - YACUANQUER",PASTO,CONSACA,1,5,2026-04-22 20:01:39
496,MEDELLIN - TARSO,MEDELLIN,TARSO,0,1,2026-04-22 20:01:39
497,BOGOTA D.C. - URIBIA,BOGOTA D.C.,URIBIA,0,1,2026-04-22 20:01:39
498,TUNJA - GUICAN,TUNJA,GUICAN,0,1,2026-04-22 20:01:39
