viatico_key,commission_request_id,year_num,employee_key,procedure_key,route_key,source_key,start_date_key,end_date_key,commission_days,total_travel_allowance,commission_purpose_raw,purpose_category,quality_note,created_at
1567,2200796,2022,25,1,156,1,20220617,20220620,3.5,1428481.0,"Realizar visita técnica, decretada mediante auto No. 93 del 06 05 2022, revision ejecucion contrato de obra No. 1362, mejoramiento Institucion educativa del municipio, dentro del PRF No. 80863 2021 48180",VISITA,,2026-04-22 20:01:39
1568,2200930,2022,278,1,602,1,20220617,20220620,3.5,1673223.0,"Realizar visita tecnica, decretada mediante auto No. 0569 del 22 05 2022, revision ejecucion contrato de obra No. LP 004 2015, construccion y adecuacion escenarios deportivos en el municipio, dentro del PRF No. 33247",VISITA,,2026-04-22 20:01:39
1569,2201008,2022,73,1,234,1,20220617,20220620,3.5,1414766.0,"Realizar visita tecnica, decretada mediante autos Nos. 170, 171 del 22 04 2022 y 176, 177 del 24 04 2022, revision ejecucion contratos de obra Nos. LP MSM 005 2019, 007 2019, 004 2019 y 011 2018, dentro de las IP Nos. 48815, 48816, 48813 y 48814",VISITA,,2026-04-22 20:01:39
1570,2201137,2022,885,1,600,1,20220617,20220619,2.5,2490307.0,"Orientar mesas de articulación interinstitucional con la comunidad de Tabaco para el seguimiento a la Sentencia T 329 de 2017, en el marco del comite liderado por la CGR y autoridades locales en Riohacha y Hato Nuevo,La Guajira",OTROS,,2026-04-22 20:01:39
1571,2201140,2022,51,1,438,1,20220617,20220618,1.5,649551.0,"Realizar visita tecnica, decretada mediante auto No. 304 del 21 05 2022, revision ejecucion contrato de obra publica No. 300 de 2019, mejoramiento vías terciarias del municipio, dentro de la IP No. 80412 2021 47920",VISITA,,2026-04-22 20:01:39
1572,2201474,2022,893,1,83,1,20220617,20220620,3.5,1244411.0,"Evaluar la gestión adelantada por el macroproceso Gestión del Riesgo, Seguridad y Continuidad del Negocio, al proceso de Gestión Integral de la Seguridad en la vigencia 2021.",OTROS,,2026-04-22 20:01:39
1573,2201485,2022,181,1,323,1,20220617,20220618,1.5,662784.0,"Realizar visita tecnica, decretada mediante auto No. 020 del 17 01 2022, revision ejecucion contrato de obra No. UM 001 2017, adecuacion Centro de recuperación nutricional del municipio, dentro del PRF No. 2020 43265",VISITA,,2026-04-22 20:01:39
1574,2201741,2022,894,1,600,1,20220617,20220619,2.5,1071310.0,"Prestar apoyo en el desarrollo de las acciones de coordinación interinstitucional, escucha activa y seguimiento técnico en el marco de la Sentencia T-329 de 2017, mediante mesas de trabajo en Riohacha y Hatonuevo, La Guajira.",APOYO,,2026-04-22 20:01:39
1575,2201875,2022,138,1,601,1,20220617,20220619,2.5,2286238.0,Liderar diálogos participativos y visitas de obra en el marco de las estrategias e iniciativas de Control Fiscal Participativo para promover la generación de acuerdos ante la ciudadanía que permitan la culminación de los proyectos del Dpto Vaupés,VISITA,,2026-04-22 20:01:39
1576,2201933,2022,263,1,600,1,20220617,20220619,2.5,2535760.0,"Liderar mesas comunitarias para el seguimiento a la Sentencia T 329 de 2017, en el marco del comite de verificación liderado por la CGR y autoridades locales en Riohacha y Hato Nuevo, La Guajira.",OTROS,,2026-04-22 20:01:39
1577,2202023,2022,895,1,83,1,20220617,20220620,3.5,1494967.0,"Evaluar la gestión adelantada por el macroproceso Gestión del Riesgo, Seguridad y Continuidad del Negocio, al proceso de Gestión Integral de la Seguridad en la vigencia 2021.",OTROS,,2026-04-22 20:01:39
1578,2202857,2022,528,1,83,1,20220617,20220620,3.5,1228773.0,"Evaluar la gestión adelantada por el macroproceso Gestión del Riesgo, Seguridad y Continuidad del Negocio, al proceso de Gestión Integral de la Seguridad en la vigencia 2021.",OTROS,,2026-04-22 20:01:39
1579,2203026,2022,456,1,323,1,20220617,20220618,1.5,660421.0,"Realizar visita tecnica, decretada mediante auto No. 020 del 17 01 2022, revision ejecucion contrato de obra No. UM 001 2017, adecuacion Centro de recuperación nutricional del municipio, dentro del PRF No. 2020 43265",VISITA,,2026-04-22 20:01:39
1580,2203530,2022,883,1,601,1,20220617,20220619,2.5,1572568.0,Asesorar jurídicamente al CDPC en el marco de las iniciativas de Control Fiscal Participativo promoviendo acuerdos ante la ciudadanía que permitan la culminación de los proyectos del departamento Vaupés,OTROS,,2026-04-22 20:01:39
1581,2200052,2022,896,1,222,1,20220618,20220619,1.5,1349043.0,Realizar Apoyo Logístico y Acompañamiento al Foro Académico Problemática y retos de la migración en tránsito en Colombia,APOYO,,2026-04-22 20:01:39
1582,2200089,2022,638,1,4,1,20220618,20220619,1.5,440296.0,"visita técnica a EPMSC Buga, Palacio Justicia Buga EPMSC Cali Nueva Sede FGN y Palacio Justicia Cali, evaluar ejecución, verificar bienes y servicios se recibieron con lo contratado Enmarcado en la AC USPEC y seguimiento permanente FGN",VISITA,,2026-04-22 20:01:39
1583,2200136,2022,265,1,4,1,20220618,20220619,1.5,1408519.0,"visita técnica a EPMSC Buga, Palacio Justicia Buga EPMSC Cali Nueva Sede FGN y Palacio Justicia Cali, evaluar ejecución, verificar bienes y servicios se recibieron con lo contratado Enmarcado en la AC USPEC y seguimiento permanente FGN",VISITA,,2026-04-22 20:01:39
1584,2200170,2022,636,1,10,1,20220618,20220619,1.5,420441.0,"Sensibilizar sobre las medidas de seguridad y autoprotección a adoptar por parte de los funcionarios de la CGR a nivel laboral, social y familiar y dar a conocer los parámetros establecidos en la Res. OGZ-758-2017 sobre el programa de protección",OTROS,,2026-04-22 20:01:39
1585,2200318,2022,897,1,4,1,20220618,20220620,2.5,851587.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Cali,AUDITORIA,,2026-04-22 20:01:39
1586,2200485,2022,898,1,4,1,20220618,20220620,2.5,863621.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1587,2200489,2022,899,1,4,1,20220618,20220620,2.5,857923.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1588,2200633,2022,149,1,4,1,20220618,20220620,2.5,975036.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1589,2200758,2022,707,1,222,1,20220618,20220619,1.5,532505.0,Trasmisión y Streaming periodístico de la participación del señor Contralor en el Foro de Migración,OTROS,,2026-04-22 20:01:39
1590,2200827,2022,229,1,222,1,20220618,20220619,1.5,536043.0,Acompañamiento periodístico al señor Contralor en lo que concierne al material audiovisual para redes sociales en la visita a regiones que se lleva a cabo en el Municipio de Quibdó Choco,VISITA,,2026-04-22 20:01:39
1591,2200859,2022,535,1,222,1,20220618,20220620,2.5,2331727.0,"Asistir Foro académico Problemática y retos de la migración en tránsito en Colombia, el cual se llevara a cabo el día 19 de Junio COMFACHOCO, organizado por esta Contraloría Delegada.",OTROS,,2026-04-22 20:01:39
1592,2200886,2022,900,1,4,1,20220618,20220620,2.5,987882.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Cali,AUDITORIA,,2026-04-22 20:01:39
1593,2200917,2022,151,1,4,1,20220618,20220620,2.5,826487.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1594,2201028,2022,169,1,222,1,20220618,20220619,1.5,552471.0,Acompañamiento periodístico al Señor Contralor en la visita a regiones en el Municipio de Quibdó Choco,VISITA,,2026-04-22 20:01:39
1595,2201201,2022,901,1,4,1,20220618,20220620,2.5,1812552.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1596,2201264,2022,445,1,314,1,20220618,20220618,0.5,266390.0,"Participar en la Mesa de Seguimiento del acuerdo laboral 2021-2026,",OTROS,,2026-04-22 20:01:39
1597,2201281,2022,902,1,76,1,20220618,20220619,1.5,631109.0,"Realizar mesas con ciudadanía en el marco de los proyectos, Construcción Plaza de Mercado Municipio Agua de Dios y Centro Menor Infractor Ley penal de Cundinamarca en Girardot, dentro de la estrategia Compromiso Colombia",OTROS,,2026-04-22 20:01:39
1598,2201346,2022,43,1,4,1,20220618,20220620,2.5,2537832.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1599,2201369,2022,766,1,4,1,20220618,20220620,2.5,867986.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1600,2201409,2022,903,1,4,1,20220618,20220620,2.5,867231.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1601,2201646,2022,904,1,4,1,20220618,20220620,2.5,871454.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Cali,AUDITORIA,,2026-04-22 20:01:39
1602,2201729,2022,905,1,222,1,20220618,20220619,1.5,589337.0,Realizar Apoyo Logístico y Acompañamiento al Foro Academico Problemática y retos de la migración en tránsito en Colombia,APOYO,,2026-04-22 20:01:39
1603,2201954,2022,906,1,222,1,20220618,20220619,1.5,1419558.0,Realizar Apoyo Logístico y Acompañamiento al Foro Académico Problemática y retos de la migración en tránsito en Colombia,APOYO,,2026-04-22 20:01:39
1604,2201992,2022,106,1,222,1,20220618,20220619,1.5,722674.0,Acompañamiento y coordinación logística de la participación del Señor Contralor en el foro de migración que se adelantara en el municipio de Quibdó - Choco,OTROS,,2026-04-22 20:01:39
1605,2202051,2022,288,1,4,1,20220618,20220620,2.5,858743.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1606,2202220,2022,907,1,4,1,20220618,20220620,2.5,1008321.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Cali,AUDITORIA,,2026-04-22 20:01:39
1607,2202392,2022,771,1,4,1,20220618,20220620,2.5,1013026.0,"Participar en evento de intercambio de conocimientos y experiencias entre ciudadanía para el control social, sobre la inversión pública e implementación de los Decretos Leyes Étnicos, en la ciudad de Cali.",OTROS,,2026-04-22 20:01:39
1608,2202593,2022,908,1,4,1,20220618,20220619,1.5,452810.0,"visita técnica a EPMSC Buga, Palacio Justicia Buga EPMSC Cali Nueva Sede FGN y Palacio Justicia Cali, evaluar ejecución, verificar bienes y servicios se recibieron con lo contratado Enmarcado en la AC USPEC y seguimiento permanente FGN",VISITA,,2026-04-22 20:01:39
1609,2202688,2022,710,1,222,1,20220618,20220619,1.5,1397321.0,"Acompañamiento, cubrimiento y coordinación de todo lo relacionado a las comunicaciones internas y externas de la visita del Señor Contralor General al municipio de Quibdó - Choco",VISITA,,2026-04-22 20:01:39
1610,2202729,2022,909,1,222,1,20220618,20220620,2.5,771512.0,"Visita especial con apoyo técnico según Auto 0713 del 20 de mayo de 2022 en el PRF-801112-2017-37658, contrato de obra No. 231-27-12-2017, con el fin de visitar el lugar de la obra y recaudar documentación e información en la Alcaldia de Quibdo.",VISITA,,2026-04-22 20:01:39
1611,2202744,2022,724,1,603,1,20220618,20220620,2.5,1061907.0,Verificación visual y fotografica de las obras ejecutadas en el contrato de obra AMAS-SGO-014-02-008-2020 en relacion a la ampliacion del acueducto del municipio de Barbosa y Aguada.,OTROS,,2026-04-22 20:01:39
1612,2202780,2022,621,1,10,1,20220618,20220619,1.5,501222.0,"Sensibilizar sobre las medidas de seguridad y autoprotección a adoptar por parte de los funcionarios de la CGR a nivel laboral, social y familiar y dar a conocer los parámetros establecidos en la Res. OGZ-758-2017 sobre el programa de protección",OTROS,,2026-04-22 20:01:39
1613,2203211,2022,910,1,604,1,20220618,20220618,0.5,190169.0,"Participar en la Mesa de Seguimiento del acuerdo laboral 2021-2026,",OTROS,,2026-04-22 20:01:39
1614,2203390,2022,287,1,4,1,20220618,20220619,1.5,1364095.0,"Acompañamiento visita EPMSC Buga, Palacio Just Buga, EPMSC Cali, Nueva Sede FGN y Palacio de Just Cali, evaluar ejecución, verificar bienes y servicios se recibieron con lo contratado. Enmarcado en la AC USPEC y seguimiento permanente FGN",VISITA,,2026-04-22 20:01:39
1615,2200160,2022,891,1,4,1,20220619,20220620,1.5,851264.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Cali,AUDITORIA,,2026-04-22 20:01:39
1616,2200263,2022,535,3,222,1,20220619,20220620,1.0,957147.0,"Asistir Foro académico Problemática y retos de la migración en tránsito en Colombia, el cual se llevara a cabo el día 19 de Junio COMFACHOCO, organizado por esta Contraloría Delegada.",OTROS,,2026-04-22 20:01:39
1617,2201119,2022,911,1,218,1,20220619,20220620,1.5,487777.0,Participar en el Ejercicio Territorial de la Comisión de Seguimiento y Monitoreo a la Ley de Víctimas con mesas de víctimas e institucionalidad nacional y territorial que se desarrollará en la ciudad de Barrancabermeja,OTROS,,2026-04-22 20:01:39
1618,2201653,2022,705,1,6,1,20220619,20220620,1.5,0.0,"Asistir al evento TEMSCON LATAM 2022 a la presentación del MODELO INTEGRADO DE SERVICIOS dentro del contrato interadministrativo CGR-407-2021 con la U. de Antioquia, Los gastos de viáticos y transporte serán asumidos por la Universidad de Antioquia.",OTROS,,2026-04-22 20:01:39
1619,2202586,2022,100,1,88,1,20220619,20220620,1.5,616126.0,"Realizar visita tecnica, decretada mediante auto No. 206 del 08 04 2022, revision ejecucion contrato de obra No. CI 020 2017, adecuacion Parque Central del municipio, dentro del PRF No. 80763 2019 42248",VISITA,,2026-04-22 20:01:39
1620,2202659,2022,4,1,83,1,20220619,20220620,1.5,1519830.0,"Asistir a la Invitación IX Congreso Nacional de Empleo Público Fundamentos, experiencias y reflexiones sobre integridad pública y competencias comportamentales.",OTROS,,2026-04-22 20:01:39
1621,2202853,2022,664,1,222,1,20220619,20220620,1.5,589693.0,"Asistir a la Convocatoria Vigésimo primera sesión Comisión de Guardianes del río Atrato, Sentencia T-622 de 2016 en la ciudad de Quibdó- Chocó, en las instalaciones del instituto de Investigaciones del Pacifico.",OTROS,,2026-04-22 20:01:39
1622,2202916,2022,26,1,605,1,20220619,20220620,1.5,1522308.0,Realizar mesas de diálogo con el DNP en la Gerencia Huila y visita de obra con los diferentes actores que serán objeto de mesa con el DNP en el Mpio de Aipe,VISITA,,2026-04-22 20:01:39
1623,2203010,2022,912,1,273,1,20220619,20220620,1.5,644214.0,"Realizar el acompañamiento al Instituto Geográfico Agustín Codazzi IGAC, de acuerdo con solicitud de esta entidad, quien realizará el avalúo del predio adquirido en el contrato CPS 351 2021, municipio de Cumbal N",OTROS,,2026-04-22 20:01:39
1624,2203051,2022,770,1,218,1,20220619,20220620,1.5,485512.0,Participar en el Ejercicio Territorial de la Comisión de Seguimiento y Monitoreo a la Ley de Víctimas con mesas de víctimas e institucionalidad nacional y territorial que se desarrollará en la ciudad de Barrancabermeja,OTROS,,2026-04-22 20:01:39
1625,2203416,2022,670,1,303,1,20220619,20220620,1.5,608514.0,"Realizar visita tecnica, decretada mediante auto No. 161 del 21 03 2022, revision ejecucion contrato de obra No. 684 de 2018, construccion graderias cancha comunidad indigena zona rural vereda de Ronda, dentro del PRF No. 80912 2019 42268",VISITA,,2026-04-22 20:01:39
1626,2203432,2022,913,1,605,1,20220619,20220620,1.5,519648.0,Realizar visita de obra para identificar las irregularidades de los proyectos en el Mpio de Neiva y Aipe.,VISITA,,2026-04-22 20:01:39
1627,2200127,2022,7,1,222,1,20220620,20220620,0.5,508430.0,"Asistir a la Convocatoria Vigésimo primera sesión Comisión de Guardianes del río Atrato, Sentencia T-622 de 2016 en la ciudad de Quibdó- Chocó, en las instalaciones del instituto de Investigaciones del Pacifico.",OTROS,,2026-04-22 20:01:39
1628,2201292,2022,914,1,432,1,20220620,20220620,1.0,83137.0,"Revisión jurídica cumplimiento de los contratos de la Superintendencia de Notariado y Registro para la adquisición de equipos Exadata X9M y Oracle PCA X8, con el fin de fortalecer la infraestructura del catastro multipropósito.",OTROS,,2026-04-22 20:01:39
1629,2201431,2022,915,1,432,1,20220620,20220620,1.0,84360.0,"Revisión técnica cumplimiento de los contratos de la Superintendencia de Notariado y Registro para la adquisición de equipos Exadata X9M y Oracle PCA X8, con el fin de fortalecer la infraestructura del catastro multipropósito.",OTROS,,2026-04-22 20:01:39
1630,2200083,2022,719,1,49,1,20220624,20220627,3.5,1455726.0,"Verificar la documentación de los Bancos de Germoplasmas laboratorios, desarrollo de negocios y convenios de cofinanciación en el área de influencia en el CI de OBONUCO AGROSAVIA en cumplimiento a la atención de la Denuncia Ciudadana .",OTROS,,2026-04-22 20:01:39
1631,2200158,2022,916,1,49,1,20220624,20220627,3.5,2509292.0,"Verificar la documentación de los Bancos de Germoplasmas laboratorios, desarrollo de negocios y convenios de cofinanciación en el área de influencia en el CI de OBONUCO AGROSAVIA en cumplimiento a la atención de la Denuncia Ciudadana .",OTROS,,2026-04-22 20:01:39
1632,2200495,2022,816,1,256,1,20220624,20220626,2.5,1520481.0,"Realizar visita tecnica, decretada mediante auto No. 0384 del 30 05 2022, revision ejecucion convenio No. 005 de 2019 y contratos Nos. 190, 191, 192, 193, 195, 197 y 198 de 2019, solución de agua en zona rural, dentro del PRF No. 80442 2021 45653",VISITA,,2026-04-22 20:01:39
1633,2200685,2022,716,1,256,1,20220624,20220626,2.5,1486034.0,"Realizar visita especial, decretada mediante auto No. 0384 del 30 05 2022, revision ejecucion convenio No. 005 de 2019 y contratos Nos. 190, 191, 192, 193, 195, 197 y 198 de 2019, solución de agua en zona rural, dentro del PRF No. 80442 2021 45653",VISITA,,2026-04-22 20:01:39
1634,2200754,2022,867,1,606,1,20220624,20220627,3.5,1727806.0,"Realizar grupos focales con mujeres rurales del Valle del Cauca y Municipios Cali, Bolívar corregimiento el Naranjal, El Dovio y Dagua. En el marco del Estudio Interdelegadas para visibilizar sus experiencias Territoriales.",OTROS,,2026-04-22 20:01:39
1635,2200759,2022,917,1,246,1,20220624,20220626,2.5,1044288.0,"Realizar visita especial, decretada mediante auto No. 100 del 26 05 2022, revision ejecucion del contrato No. 2786 20, verificar soportes financieros en la ESE de Barrancabermeja, dentro del PRF No. 80682 2019 42755",VISITA,,2026-04-22 20:01:39
1636,2200830,2022,695,1,49,1,20220624,20220627,3.5,1465849.0,"Verificar la documentación de los Bancos de Germoplasmas laboratorios, desarrollo de negocios y convenios de cofinanciación en el área de influencia en el CI de OBONUCO AGROSAVIA en cumplimiento a la atención de la Denuncia Ciudadana",OTROS,,2026-04-22 20:01:39
1637,2200926,2022,179,1,10,1,20220624,20220626,2.5,1005891.0,"Realizar conversatorio sobre el Código de Integridad, conflicto de intereses y prevención de conductas disciplinarias en la Gerencia Departamental Colegiada del Quindio de la Contraloría General de la República.",OTROS,,2026-04-22 20:01:39
1638,2201330,2022,886,1,209,1,20220624,20220626,2.5,845058.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Villavicencio,AUDITORIA,,2026-04-22 20:01:39
1639,2201563,2022,824,1,2,1,20220624,20220627,3.5,1394174.0,"Realizar entrevistas en entidades como Alcaldía, Gobernación, CCF Comfama, Univ Antioquia, Italac, Emtelco y Cámara de Comercio para estudio sectorial Trabajo a Distancia en Colombia, en la ciudad de Medellín.",OTROS,,2026-04-22 20:01:39
1640,2201667,2022,890,1,211,1,20220624,20220626,2.5,843550.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Rionegro,AUDITORIA,,2026-04-22 20:01:39
1641,2201777,2022,888,1,211,1,20220624,20220626,2.5,793769.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Rionegro,AUDITORIA,,2026-04-22 20:01:39
1642,2201836,2022,266,1,607,1,20220624,20220624,0.5,185729.0,Visita Técnica con el fin de verificar la ejecución del contrato de Obra 219-2020 en el Mejoramiento de las Instalaciones de la Plaza de Mercado del Municipio de Chocontá - Cundinamarca.,VISITA,,2026-04-22 20:01:39
1643,2202116,2022,889,1,209,1,20220624,20220626,2.5,891401.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Villavicencio,AUDITORIA,,2026-04-22 20:01:39
1644,2202250,2022,135,1,608,1,20220624,20220626,2.5,1052046.0,"Verificar cumplimiento de los contratos de obra MC-VLL-CAB-0044-2021, MC-VLL-CAB-0045-2021, MC-VLL-CAB-0046-2021 y el contrato de suministros SAMC-VLL-CAB-0001-2021, suscritos por el SENA, para el Centro Agropecuario de Buga",OTROS,,2026-04-22 20:01:39
1645,2202256,2022,304,1,609,1,20220624,20220627,3.5,1117842.0,"REALIZAR VISITA AL MUNICIPIO DE GALAPA, ATLANTICO, PARA VERIFICAR LAS REDES ELÉCTRICAS, EN EL MARCO DE LA DENUNCIA AL CONTRATO PRONE GSA 157 DE 2012 - MINMINAS ELECTRICARIBE-AIR-E",VISITA,,2026-04-22 20:01:39
1646,2202374,2022,85,1,171,1,20220624,20220626,2.5,861018.0,"Realizar visita tecnica, decretada auto No. 0266 del 04 04 2022, revision ejecucion contrato de obra No. 0044 de 2019, construccion bases para tanques almacenamiento de agua del municipio, dentro del PRF No. 80442 2022 48472",VISITA,,2026-04-22 20:01:39
1647,2202470,2022,918,1,264,1,20220624,20220626,2.5,1127851.0,"Realizar visita especial, decretada mediante auto No. 322 del 04 06 2022, revision ejecucion contrato de prestacion de servicios No. 008 de 2016, dentro del PRF No. 80193 202038200, recorrido Popayán Santander de Quilichao Guachene",VISITA,,2026-04-22 20:01:39
1648,2202927,2022,919,1,2,1,20220624,20220627,3.5,1333147.0,"Realizar entrevistas en entidades como Alcaldía, Gobernación, CCF Comfama, Univ Antioquia, Italac, Emtelco y Cámara de Comercio para estudio sectorial Trabajo a Distancia en Colombia, en la ciudad de Medellín.",OTROS,,2026-04-22 20:01:39
1649,2202968,2022,904,1,211,1,20220624,20220626,2.5,822081.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Rionegro,AUDITORIA,,2026-04-22 20:01:39
1650,2203007,2022,920,1,610,1,20220624,20220627,3.5,1236858.0,"Realizar visita tecnica, decretada mediante auto No. 024 25 del 21 02 2022, revision ejecucion contrato de obra No. 0167 2017 000107, Centros juveniles, municipios de Manati, Campo de la Cruz, Candelaria y Piojo, dentro del PRF No. 80083 2020 43386",VISITA,,2026-04-22 20:01:39
1651,2203031,2022,907,1,211,1,20220624,20220626,2.5,989948.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Rionegro,AUDITORIA,,2026-04-22 20:01:39
1652,2203301,2022,87,1,611,1,20220624,20220627,3.5,1574382.0,"Realizar visita tecnica, decretada mediante auto No. 016 del 09 06 2022, revision ejecucion contrato de obra No. 135 2019, optimizacion sistema de acueducto en zona rural del municipio, dentro de la IP No. 80682 2021 48054",VISITA,,2026-04-22 20:01:39
1653,2203408,2022,900,1,209,1,20220624,20220626,2.5,1042436.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Villavicencio,AUDITORIA,,2026-04-22 20:01:39
1654,2203450,2022,897,1,209,1,20220624,20220626,2.5,847676.0,Realizar Auditoria de cumplimiento en las instalaciones de la FAC de Villavicencio,AUDITORIA,,2026-04-22 20:01:39
1655,2203529,2022,35,1,612,1,20220624,20220627,3.5,1496995.0,"Realizar visita tecnica, decretada mediante auto No. 01094 del 20 05 2022, revision ejecucion contrato de obra No. 9677 VOGA 005 356 de 2018, construcción albergue del municipio, dentro de la IP No. 815112 2021 46397",VISITA,,2026-04-22 20:01:39
1656,2203545,2022,921,1,609,1,20220624,20220627,3.5,3406125.0,"REALIZAR VISITA AL MUNICIPIO DE GALAPA, ATLANTICO, PARA VERIFICAR LAS REDES ELÉCTRICAS, EN EL MARCO DE LA DENUNCIA AL CONTRATO PRONE GSA 157 DE 2012 - MINMINAS ELECTRICARIBE-AIR-E",VISITA,,2026-04-22 20:01:39
1657,2203707,2022,869,1,606,1,20220624,20220627,3.5,1417629.0,"Realizar grupos focales con mujeres rurales del Valle del Cauca y Municipios Cali, Bolívar corregimiento el Naranjal, El Dovio y Dagua. En el marco del Estudio Interdelegadas para visibilizar sus experiencias Territoriales.",OTROS,,2026-04-22 20:01:39
1658,2203769,2022,116,1,613,1,20220624,20220626,3.0,226929.0,"Realizar documentación con fotografías y videos el estado de las estructuras ejecutadas con pruebas y resultados de laboratorio y bitácora de obra, de la calidad de los materiales utilizados y los trabajos ejecutados en los tres Ctos.",OTROS,,2026-04-22 20:01:39
1659,2203814,2022,868,1,606,1,20220624,20220627,3.5,1400787.0,"Realizar grupos focales con mujeres rurales del Valle del Cauca y Municipios Cali, Bolívar corregimiento el Naranjal, El Dovio y Dagua. En el marco del Estudio Interdelegadas para visibilizar sus experiencias Territoriales.",OTROS,,2026-04-22 20:01:39
1660,2200217,2022,922,1,6,1,20220625,20220627,2.5,780397.0,"Asistir al foro de ANDESCO que se realizara en la ciudad de cartgena , con el fin de obtener insumos para el desarrollo del estudio que se esta adelantando.",OTROS,,2026-04-22 20:01:39
1661,2200449,2022,150,1,465,1,20220625,20220627,2.5,1068742.0,"Visita técnica para verificar la maquinaria contratadas en la remoción de tierras en el Mpio de Cimitarra. El gasto de transporte en el área rural, veredas Las Vegas y los Morros, será asumido por la alcaldía.",VISITA,,2026-04-22 20:01:39
1662,2200786,2022,194,1,614,1,20220625,20220627,4.0,1901857.0,"Verificar el cumplimiento técnico, uso y calidad de los insumos empleados en su ejecución y estimación de cantidades de obra ejecutadas en el Contrato19-6-0250-0-2019 y 243-2020. en Curumani, Tamalameque, Chiriguaná y corregimiento de Mamey",OTROS,,2026-04-22 20:01:39
1663,2200925,2022,171,1,6,1,20220625,20220625,0.5,199981.0,Acompañamiento fotográfico en la Participación del Señor Contralor en el Congreso de Andesco en la ciudad de Cartagena,OTROS,,2026-04-22 20:01:39
1664,2201257,2022,225,1,233,1,20220625,20220627,2.5,1029377.0,"Realizar visita tecnica, decretada mediante auto No. 0572 del 26 05 2022, revision ejecucion contrato de obra No. B OC 007 2017, funcionamiento de la PTAP en zona rural del municipio, dentro del PRF No. 45133",VISITA,,2026-04-22 20:01:39
1665,2201564,2022,229,1,6,1,20220625,20220625,0.5,191527.0,Acompañamiento periodístico concierniente al material audiovisual para redes sociales en la Participación del Señor Contralor en el Congreso de Andesco en la ciudad de Cartagena,OTROS,,2026-04-22 20:01:39
1666,2201601,2022,923,1,188,1,20220625,20220625,1.0,85559.0,"Realizar diligencia de secuestro, bienes inmuebles con matriculas inmobiliarias No. 095 136783 y 095 135582, decretada mediante auto No. 42 del 22 05 2022, dentro del Proceso Coactivo No. 2020 0001",OTROS,,2026-04-22 20:01:39
1667,2201993,2022,7,1,6,1,20220625,20220627,2.5,2401125.0,"Asistir al 27 Congreso Andesco Servicios Públicos TIC y TV Reactivando Colombia que se llevará a cabo del miércoles 25 al viernes 27 de junio, en el Centro de Convenciones del Hotel Las Américas en Cartagena.",OTROS,,2026-04-22 20:01:39
1668,2202257,2022,924,1,6,1,20220625,20220627,2.5,992445.0,"Asistir al foro de ANDESCO que se realizara en la ciudad de cartgena , con el fin de obtener insumos para el desarrollo del estudio que se esta adelantando.",OTROS,,2026-04-22 20:01:39
