viatico_id,commission_request_id,total_travel_allowance,purpose,full_date,commission_days,employee_position_norm,position_level,city_origin,city_destination_main,distance_km,destination_count,is_contractor,transport_mode,accommodation_type,prior_authorizations_required,destination_security_level,had_travel_incidents,dept_budget_execution_pct,functional_area,return_trip_included,advance_booking_days,requires_per_diem,daily_allowance_rate,allowance_per_km,travel_month,travel_quarter,travel_year,is_fiscal_year_end,is_weekend_departure,spending_tier,destination_region,position_seniority_index,purpose_expense_profile,is_multi_destination,multi_dest_cost_ratio,log_total_allowance
20856,2408880,1164105,Visitas de Control Técnico,2022-11-06,2.5,PROFESIONAL,3.0,TUNJA,MEDELLIN,462.9056,1,0,Aéreo,Hospedaje económico,3,Bajo riesgo,0,0.8737,Organización Electoral,1,3,1,465642.0,2509.36,11,4,2022,1,1,Medio-Alto,Andina,2.0,1183522.0,0,1164105.0,13.967464
16029,2404053,1067061,Visitas de Supervisión Contractual,2022-11-06,2.5,PROFESIONAL,3.0,BOGOTA D.C.,LA - DE IBIRICO,0.0,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.9145,Administrativa,1,6,1,426824.4,1067061.0,11,4,2022,1,1,Medio-Alto,Andina,2.0,1107881.0,0,1067061.0,13.88042
3418,2202442,1466035,Visitas de Control Técnico,2022-11-06,1.5,CONTRALOR,1.0,BOGOTA D.C.,CARTAGENA,984.7505,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,1,0.8566,Organización Electoral,1,4,1,977356.67,1487.23,11,4,2022,1,1,Medio-Alto,Caribe,4.0,1183521.55,0,1466035.0,14.198073
3421,2203113,617859,Visitas de Supervisión Contractual,2022-11-06,1.5,PROFESIONAL,3.0,VILLAVICENCIO,GRANADA,482.3484,1,0,Aéreo,Hospedaje económico,3,Riesgo medio,0,0.8455,Control Interno,1,3,1,411906.0,1278.29,11,4,2022,1,1,Medio-Bajo,Orinoquía,2.0,1107880.82,0,617859.0,13.334017
3414,2200292,531491,Visitas de Supervisión Contractual,2022-11-06,1.5,PROFESIONAL,3.0,IBAGUE,PRADO,126.2188,1,0,Mixto,Hospedaje económico,2,Bajo riesgo,0,0.9251,Control Interno,1,4,1,354327.33,4177.77,11,4,2022,1,1,Bajo,Andina,2.0,1107880.82,0,531491.0,13.183443
3415,2200888,781561,Visitas de Supervisión Contractual,2022-11-06,2.0,PROFESIONAL,3.0,BOGOTA D.C.,MEDELLIN,416.6864,2,0,Aéreo,Hotel 3 estrellas,3,Bajo riesgo,0,0.9585,Control Interno,1,2,1,390780.5,1871.17,11,4,2022,1,1,Medio-Bajo,Andina,2.0,1107880.82,1,390780.5,13.56905
3416,2201027,628067,Visitas de Supervisión Contractual,2022-11-06,1.5,PROFESIONAL,3.0,VILLAVICENCIO,GRANADA,482.3484,1,0,Aéreo,Hotel 3 estrellas,1,Riesgo medio,0,0.8937,Control Interno,0,4,1,418711.33,1299.41,11,4,2022,1,1,Medio-Bajo,Orinoquía,2.0,1107880.82,0,628067.0,13.350404
3417,2201802,518346,Visitas de Supervisión Contractual,2022-11-06,1.5,PROFESIONAL,3.0,IBAGUE,ESPINAL,52.7146,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.8482,Organización Electoral,1,8,1,345564.0,9650.0,11,4,2022,1,1,Bajo,Andina,2.0,1107880.82,0,518346.0,13.1584
22008,2410032,1935119,Visitas de Supervisión Contractual,2022-11-06,4.5,PROFESIONAL,3.0,BOGOTA D.C.,VALLEDUPAR,642.7444,1,0,Aéreo,Hospedaje económico,2,Riesgo medio,0,0.9386,Control Interno,1,3,1,430026.44,3006.04,11,4,2022,1,1,Alto,Caribe,2.0,1107881.0,0,1935119.0,14.47568
3419,2202481,564949,Visitas de Supervisión Contractual,2022-11-06,1.5,CONTRATISTA,3.0,BOGOTA D.C.,VILLAVICENCIO,114.0882,1,1,Terrestre,Hotel 3 estrellas,1,Riesgo medio,0,0.9349,Jurídica,1,2,1,376632.67,4908.84,11,4,2022,1,1,Medio-Bajo,Orinoquía,1.0,1107880.82,0,564949.0,13.244493
3420,2202925,647488,Visitas de Supervisión Contractual,2022-11-06,2.0,PROFESIONAL,3.0,POPAYAN,TOTORO,33.5355,1,0,Terrestre,Hospedaje económico,2,Bajo riesgo,0,0.9513,Organización Electoral,1,3,1,323744.0,18748.48,11,4,2022,1,1,Medio-Bajo,Andina,2.0,1107880.82,0,647488.0,13.380857
3424,2201999,1172276,Visitas de Supervisión Contractual,2022-11-07,3.5,PROFESIONAL,3.0,BOGOTA D.C.,VILLETA,98.9054,1,0,Terrestre,Hospedaje económico,2,Riesgo medio,0,0.9783,Control Interno,1,6,1,334936.0,11733.86,11,4,2022,1,0,Medio-Alto,Andina,2.0,1107880.82,0,1172276.0,13.974459
3423,2201668,2003584,Visitas de Control Técnico,2022-11-07,2.0,DIRECTOR,2.0,BOGOTA D.C.,YOPAL,375.3356,2,0,Aéreo,Hotel 4-5 estrellas,3,Riesgo medio,0,0.8539,Organización Electoral,1,2,1,1001792.0,5323.93,11,4,2022,1,0,Alto,Orinoquía,3.0,1183521.55,1,1001792.0,14.510449
3422,2201255,1436876,Visitas de Supervisión Contractual,2022-11-07,3.5,PROFESIONAL,3.0,BOGOTA D.C.,VILLETA,98.9054,1,0,Terrestre,Hospedaje económico,2,Riesgo medio,1,0.8783,Identificación,1,6,1,410536.0,14382.37,11,4,2022,1,0,Medio-Alto,Andina,2.0,1107880.82,0,1436876.0,14.177983
3425,2202870,332567,Visitas de Supervisión Contractual,2022-11-07,1.0,CONTRATISTA,3.0,BOGOTA D.C.,VILLAVICENCIO,114.0882,1,1,Aéreo,Hotel 3 estrellas,2,Riesgo medio,0,0.9139,Control Interno,1,3,1,332567.0,2889.67,11,4,2022,1,0,Bajo,Orinoquía,1.0,1107880.82,0,332567.0,12.7146
22882,2410906,851100,Visitas de Supervisión Contractual,2022-11-07,3.5,PROFESIONAL,3.0,POPAYAN,SAN MARTIN,1501.4913,1,0,Terrestre,Hospedaje económico,2,Riesgo medio,0,0.8927,Control Interno,1,6,1,243171.43,566.46,11,4,2022,1,0,Medio-Bajo,Andina,2.0,1107881.0,0,851100.0,13.654286
21214,2409238,838918,Visitas de Supervisión Contractual,2022-11-07,5.0,PROFESIONAL,3.0,CARTAGENA,BUENAVENTURA,35.6574,1,0,Terrestre,Hotel 3 estrellas,2,Riesgo medio,0,0.9321,Control Interno,1,6,1,167783.6,22885.37,11,4,2022,1,0,Medio-Bajo,Pacífica,2.0,1107881.0,0,838918.0,13.639869
3426,2203185,199545,Comunicación y Transparencia Territorial,2022-11-07,0.5,PROFESIONAL,3.0,BOGOTA D.C.,CARTAGENA,984.7505,1,0,Aéreo,Sin alojamiento,1,Bajo riesgo,1,0.8634,Registro Civil,0,5,0,399090.0,202.43,11,4,2022,1,0,Bajo,Caribe,2.0,441603.46,0,199545.0,12.2038
24513,2412537,959574,Visitas de Supervisión Contractual,2022-11-07,3.5,PROFESIONAL,3.0,BOGOTA D.C.,PAEZ,480.0351,1,0,Mixto,Hospedaje económico,2,Riesgo medio,0,0.8421,Control Interno,1,4,1,274164.0,1994.81,11,4,2022,1,0,Medio-Bajo,Andina,2.0,1107881.0,0,959574.0,13.774246
24199,2412223,1349471,Visitas de Control Técnico,2022-11-08,5.0,PROFESIONAL,3.0,BOGOTA D.C.,MAGANGUE,288.1867,1,0,Terrestre,Hotel 3 estrellas,3,Bajo riesgo,0,0.9063,Organización Electoral,0,3,1,269894.2,4666.44,11,4,2022,1,0,Medio-Alto,Andina,2.0,1183522.0,0,1349471.0,14.115224
20638,2408662,2536165,Visitas de Control Técnico,2022-11-08,2.5,PROFESIONAL,3.0,SAN ANDRES,PENSILVANIA,195.4115,1,0,Terrestre,Hotel 3 estrellas,3,Riesgo medio,0,0.9527,Organización Electoral,1,4,1,1014466.0,12912.51,11,4,2022,1,0,Alto,Andina,2.0,1183522.0,0,2536165.0,14.746164
18987,2407011,291995,Comunicación y Transparencia Territorial,2022-11-08,1.5,PROFESIONAL,3.0,POPAYAN,MAGANGUE,561.5312,1,0,Aéreo,Hospedaje económico,1,Bajo riesgo,0,0.8879,Registro Civil,0,7,1,194663.33,519.07,11,4,2022,1,0,Bajo,Andina,2.0,441603.5,0,291995.0,12.584495
3427,2200987,0,Planificación y Control Fiscal,2022-11-08,6.5,GERENTE,2.0,INIRIDA,BOGOTA D.C.,1014.2711,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.8612,Infraestructura TI,1,5,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3428,2201726,0,Planificación y Control Fiscal,2022-11-08,3.5,CONTRALOR,1.0,INIRIDA,BOGOTA D.C.,1014.2711,1,0,Aéreo,Hotel 4-5 estrellas,2,Bajo riesgo,0,0.9565,Administrativa,1,3,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3429,2202216,0,Planificación y Control Fiscal,2022-11-08,3.5,CONTRALOR,1.0,MITU,BOGOTA D.C.,566.6677,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9242,Control Interno,1,5,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
20952,2408976,1230244,Visitas de Control Técnico,2022-11-08,1.5,CONTRALOR,1.0,BOGOTA D.C.,VILLAVICENCIO,84.5808,1,0,Terrestre,Hotel 3 estrellas,1,Riesgo medio,0,0.874,Organización Electoral,0,4,1,820162.67,14375.23,11,4,2022,1,0,Medio-Alto,Orinoquía,4.0,1183522.0,0,1230244.0,14.022724
3467,2203775,0,Visitas de Control Técnico,2022-11-09,5.5,GERENTE,2.0,NEIVA,BOGOTA D.C.,302.9994,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.9434,Organización Electoral,1,2,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,1183521.55,0,0.0,0.0
3448,2202033,0,Planificación y Control Fiscal,2022-11-09,2.5,OTRO,3.0,ARAUCA,BOGOTA D.C.,737.413,1,0,Aéreo,Hotel 3 estrellas,2,Bajo riesgo,0,0.9283,Jurídica,1,7,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,2.0,247788.16,0,0.0,0.0
3449,2202232,32503,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,MOCOA,BOGOTA D.C.,624.9322,1,0,Terrestre,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9292,Administrativa,0,8,1,5909.64,51.93,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,32503.0,10.389118
3450,2202380,0,Planificación y Control Fiscal,2022-11-09,4.5,GERENTE,2.0,SANTA MARTA,BOGOTA D.C.,955.1234,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.9062,Administrativa,0,8,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3451,2202452,31910,Planificación y Control Fiscal,2022-11-09,2.5,CONTRALOR,1.0,MOCOA,BOGOTA D.C.,624.9322,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.928,Jurídica,1,7,1,12764.0,50.98,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,31910.0,10.370706
3452,2202487,0,Planificación y Control Fiscal,2022-11-09,2.5,CONTRALOR,1.0,RIOHACHA,BOGOTA D.C.,1081.1659,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.8666,Administrativa,1,6,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3453,2202615,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,RIOHACHA,BOGOTA D.C.,1081.1659,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.9262,Administrativa,0,5,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3454,2202628,0,Planificación y Control Fiscal,2022-11-09,2.5,CONTRALOR,1.0,QUIBDO,BOGOTA D.C.,540.6937,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9364,Control Interno,1,3,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3455,2202775,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,ARMENIA,BOGOTA D.C.,257.5459,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.8997,Administrativa,1,6,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3456,2202867,0,Planificación y Control Fiscal,2022-11-09,4.5,GERENTE,2.0,MONTERIA,BOGOTA D.C.,723.7155,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9067,Administrativa,1,5,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3457,2203009,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,PUERTO CARRENO,BOGOTA D.C.,955.4593,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.8183,Administrativa,1,8,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3447,2201789,16573,Planificación y Control Fiscal,2022-11-09,2.5,CONTRALOR,1.0,SINCELEJO,BOGOTA D.C.,789.4552,1,0,Terrestre,Hotel 4-5 estrellas,1,Bajo riesgo,1,0.8925,Administrativa,0,6,1,6629.2,20.97,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,16573.0,9.71559
3458,2203081,69696,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,VILLAVICENCIO,BOGOTA D.C.,113.3826,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9551,Administrativa,1,6,1,12672.0,609.32,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,69696.0,11.151913
3460,2203144,0,Planificación y Control Fiscal,2022-11-09,1.5,PROFESIONAL,3.0,YOPAL,BOGOTA D.C.,372.3347,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.9136,Administrativa,1,6,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,2.0,247788.16,0,0.0,0.0
3462,2203354,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,FLORENCIA,BOGOTA D.C.,540.0924,1,0,Aéreo,Hotel 3 estrellas,2,Bajo riesgo,0,0.9131,Administrativa,1,7,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
20561,2408585,1399133,Visitas de Supervisión Contractual,2022-11-09,2.5,PROFESIONAL,3.0,BOGOTA D.C.,GALERAS,1010.5221,1,0,Aéreo,Hospedaje económico,2,Bajo riesgo,0,0.9293,Control Interno,1,3,1,559653.2,1383.2,11,4,2022,1,0,Medio-Alto,Andina,2.0,1107881.0,0,1399133.0,14.151364
3463,2203412,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,VALLEDUPAR,BOGOTA D.C.,887.4196,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.9182,Control Interno,1,5,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3464,2203520,64608,Planificación y Control Fiscal,2022-11-09,5.5,CONTRALOR,1.0,IBAGUE,BOGOTA D.C.,186.5099,1,0,Terrestre,Hotel 4-5 estrellas,1,Bajo riesgo,1,0.9154,Administrativa,0,5,1,11746.91,344.56,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,64608.0,11.076109
3465,2203685,0,Planificación y Control Fiscal,2022-11-09,1.5,CONTRALOR,1.0,MONTERIA,BOGOTA D.C.,723.7155,1,0,Aéreo,Hotel 3 estrellas,2,Bajo riesgo,0,0.9589,Organización Electoral,1,3,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
23138,2411162,582391,Visitas de Supervisión Contractual,2022-11-09,4.5,PROFESIONAL,3.0,MEDELLIN,PEREIRA,333.9215,1,0,Terrestre,Hospedaje económico,2,Bajo riesgo,0,0.9745,Control Interno,1,2,1,129420.22,1738.89,11,4,2022,1,0,Medio-Bajo,Andina,2.0,1107881.0,0,582391.0,13.274899
3446,2201651,32100,Planificación y Control Fiscal,2022-11-09,4.5,GERENTE,2.0,MANIZALES,BOGOTA D.C.,289.128,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.8751,Administrativa,0,8,1,7133.33,110.64,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,32100.0,10.376642
3444,2201629,0,Planificación y Control Fiscal,2022-11-09,2.5,CONTRALOR,1.0,POPAYAN,BOGOTA D.C.,568.1726,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9203,Administrativa,0,7,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3466,2203706,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,SAN ANDRES,BOGOTA D.C.,1218.9857,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.999,Administrativa,1,9,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
21733,2409757,405776,Visitas de Supervisión Contractual,2022-11-09,3.0,PROFESIONAL,3.0,IBAGUE,VALLEDUPAR,1029.2965,1,0,Aéreo,Hotel 3 estrellas,1,Riesgo medio,1,0.8117,Control Interno,1,6,1,135258.67,393.84,11,4,2022,1,0,Bajo,Caribe,2.0,1107881.0,0,405776.0,12.913559
23783,2411807,268626,Visitas de Control Técnico,2022-11-09,5.5,OTRO,3.0,CARTAGENA,VILLAVICENCIO,158.4149,1,0,Terrestre,Hotel 3 estrellas,1,Riesgo medio,0,0.8847,Organización Electoral,1,4,1,48841.09,1685.07,11,4,2022,1,0,Bajo,Orinoquía,2.0,1183522.0,0,268626.0,12.501079
3430,2200054,26327,Planificación y Control Fiscal,2022-11-09,1.5,CONTRALOR,1.0,MEDELLIN,BOGOTA D.C.,409.6886,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.8998,Registro Civil,1,7,1,17551.33,64.1,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,26327.0,10.178388
3431,2200103,65129,Planificación y Control Fiscal,2022-11-09,2.5,OTRO,3.0,VILLAVICENCIO,BOGOTA D.C.,113.3826,1,0,Aéreo,Hospedaje económico,1,Bajo riesgo,0,0.8813,Administrativa,1,4,1,26051.6,569.4,11,4,2022,1,0,Bajo,Andina,2.0,247788.16,0,65129.0,11.084141
3432,2200261,79659,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,TUNJA,BOGOTA D.C.,148.4775,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.8823,Administrativa,1,6,1,14483.45,532.92,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,79659.0,11.285523
3433,2200270,0,Planificación y Control Fiscal,2022-11-09,2.5,OTRO,3.0,PUERTO CARRENO,BOGOTA D.C.,955.4593,1,0,Aéreo,Hospedaje económico,1,Bajo riesgo,0,0.843,Infraestructura TI,1,3,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,2.0,247788.16,0,0.0,0.0
3434,2200641,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,QUIBDO,BOGOTA D.C.,540.6937,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,1,0.8702,Administrativa,1,6,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
24016,2412040,1590937,Visitas de Supervisión Contractual,2022-11-09,4.5,DIRECTOR,2.0,VALLEDUPAR,MEDELLIN,376.1369,1,0,Aéreo,Hotel 3 estrellas,3,Bajo riesgo,0,0.9202,Control Interno,1,4,1,353541.56,4218.46,11,4,2022,1,0,Alto,Andina,3.0,1107881.0,0,1590937.0,14.279834
3445,2201636,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,LETICIA,BOGOTA D.C.,1013.476,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.9286,Administrativa,1,6,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3435,2200725,62166,Visitas de Control Técnico,2022-11-09,5.5,GERENTE,2.0,SINCELEJO,BOGOTA D.C.,789.4552,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.8802,Registro Civil,0,4,1,11302.91,78.65,11,4,2022,1,0,Bajo,Andina,3.0,1183521.55,0,62166.0,11.03758
3436,2200763,0,Planificación y Control Fiscal,2022-11-09,1.5,CONTRALOR,1.0,SAN ANDRES,BOGOTA D.C.,1218.9857,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.893,Administrativa,1,6,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3437,2200879,0,Planificación y Control Fiscal,2022-11-09,2.5,CONTRALOR,1.0,FLORENCIA,BOGOTA D.C.,540.0924,1,0,Terrestre,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.8952,Administrativa,1,10,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3438,2200899,40361,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,PASTO,BOGOTA D.C.,770.2337,1,0,Terrestre,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9368,Organización Electoral,1,5,1,7338.36,52.33,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,40361.0,10.605644
3439,2200921,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,ARAUCA,BOGOTA D.C.,737.413,1,0,Terrestre,Hotel 4-5 estrellas,2,Bajo riesgo,0,0.8693,Administrativa,1,4,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3440,2200992,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,POPAYAN,BOGOTA D.C.,568.1726,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.9546,Administrativa,1,7,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
3441,2201166,0,Planificación y Control Fiscal,2022-11-09,2.5,CONTRALOR,1.0,LETICIA,BOGOTA D.C.,1013.476,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.8937,Administrativa,1,5,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3442,2201519,0,Planificación y Control Fiscal,2022-11-09,1.5,CONTRALOR,1.0,ARMENIA,BOGOTA D.C.,257.5459,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9129,Registro Civil,1,4,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3443,2201542,0,Planificación y Control Fiscal,2022-11-09,2.5,OTRO,3.0,NEIVA,BOGOTA D.C.,302.9994,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.9405,Administrativa,1,3,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,2.0,247788.16,0,0.0,0.0
19692,2407716,1330373,Visitas de Supervisión Contractual,2022-11-09,2.5,PROFESIONAL,3.0,BOGOTA D.C.,INIRIDA,966.4296,1,0,Aéreo,Hotel 3 estrellas,1,Alto riesgo,1,0.9256,Control Interno,1,3,1,532149.2,1375.16,11,4,2022,1,0,Medio-Alto,Amazonía,2.0,1107881.0,0,1330373.0,14.100971
3468,2203848,0,Planificación y Control Fiscal,2022-11-09,2.5,CONTRALOR,1.0,SANTA MARTA,BOGOTA D.C.,955.1234,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.9498,Administrativa,0,6,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
3461,2203196,0,Planificación y Control Fiscal,2022-11-09,5.5,GERENTE,2.0,YOPAL,BOGOTA D.C.,372.3347,1,0,Terrestre,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.9231,Administrativa,1,8,1,0.0,0.0,11,4,2022,1,0,Bajo,Andina,3.0,247788.16,0,0.0,0.0
16214,2404238,1697648,Visitas de Supervisión Contractual,2022-11-09,3.0,PROFESIONAL,3.0,BOGOTA D.C.,UTICA,116.2768,1,0,Terrestre,Hotel 3 estrellas,3,Riesgo medio,0,0.8955,Control Interno,0,4,1,565882.67,14475.57,11,4,2022,1,0,Alto,Andina,2.0,1107881.0,0,1697648.0,14.344755
3502,2203719,1258126,Visitas de Supervisión Contractual,2022-11-10,3.5,PROFESIONAL,3.0,CARTAGENA,TALAIGUA NUEVO,255.0705,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.8972,Infraestructura TI,1,4,1,359464.57,4913.2,11,4,2022,1,0,Medio-Alto,Andina,2.0,1107880.82,0,1258126.0,14.045135
3479,2201521,1181497,Visitas de Supervisión Contractual,2022-11-10,2.5,PROFESIONAL,3.0,MONTERIA,VALENCIA,100.3105,1,0,Aéreo,Hospedaje económico,2,Bajo riesgo,0,0.8919,Control Interno,1,4,1,472598.8,11662.14,11,4,2022,1,0,Medio-Alto,Andina,2.0,1107880.82,0,1181497.0,13.982294
3500,2203562,1867259,Visitas de Supervisión Contractual,2022-11-10,4.5,PROFESIONAL,3.0,FLORENCIA,VALPARAISO,735.9449,1,0,Aéreo,Hospedaje económico,3,Bajo riesgo,0,0.929,Identificación,1,3,1,414946.44,2533.78,11,4,2022,1,0,Alto,Andina,2.0,1107880.82,0,1867259.0,14.439983
3499,2203472,912457,Visitas de Supervisión Contractual,2022-11-10,2.5,PROFESIONAL,3.0,MEDELLIN,TURBO,321.2595,1,0,Terrestre,Hotel 3 estrellas,3,Riesgo medio,0,0.8541,Control Interno,0,4,1,364982.8,2831.44,11,4,2022,1,0,Medio-Bajo,Caribe,2.0,1107880.82,0,912457.0,13.723897
19446,2407470,1228126,Visitas de Supervisión Contractual,2022-11-10,5.0,PROFESIONAL,3.0,BOGOTA D.C.,ALCALA,222.7749,1,0,Aéreo,Hotel 3 estrellas,1,Riesgo medio,0,0.9314,Control Interno,0,5,1,245625.2,5488.22,11,4,2022,1,0,Medio-Alto,Andina,2.0,1107881.0,0,1228126.0,14.021001
25311,2413335,1432606,Visitas de Control Técnico,2022-11-10,1.5,PROFESIONAL,3.0,BUCARAMANGA,AQUITANIA,84.1713,1,0,Terrestre,Hotel 3 estrellas,1,Riesgo medio,0,0.9148,Organización Electoral,1,3,1,955070.67,16820.29,11,4,2022,1,0,Medio-Alto,Andina,2.0,1183522.0,0,1432606.0,14.175006
3498,2203460,0,Planificación y Control Fiscal,2022-11-10,0.5,CONTRALOR,1.0,CUCUTA,BOGOTA D.C.,640.8729,1,0,Aéreo,Sin alojamiento,1,Bajo riesgo,0,0.8146,Administrativa,0,4,0,0.0,0.0,11,4,2022,1,0,Bajo,Andina,4.0,247788.16,0,0.0,0.0
17878,2405902,926412,Visitas de Control Técnico,2022-11-10,2.5,CONTRATISTA,3.0,BOGOTA D.C.,VALLEDUPAR,749.988,1,1,Aéreo,Hotel 3 estrellas,2,Riesgo medio,0,0.8412,Organización Electoral,1,5,1,370564.8,1233.59,11,4,2022,1,0,Medio-Bajo,Caribe,1.0,1183522.0,0,926412.0,13.739075
