Venta_ID,Fecha_ISO,Tienda_ID,SKU_ID,Moneda_Transaccion,Monto_Total_Local,Impuesto_Local,Tasa_Referencia_Dia,Monto_USD,Monto_Neto_USD,Metodo_Pago,Es_Online,Canal_Origen,Costo_Envio_USD,Flag_Fraude,Año,Mes,Trimestre,Nombre_Producto,Categoria,Costo_Base_USD,Nombre_Tienda,Pais
TXN-602741,2025-10-07 15:01:19.507250,STORE-018,SKU-00003,GBP,1155.03,165.0,0.79,912.4737,782.1237,Credit Card,True,Web,18.25,False,2025,10,4,Gadget Pro X3,Hogar,1044.33,GlobalTech UK - 18,UK
TXN-602742,2025-03-22 15:01:19.525305,STORE-018,SKU-00056,GBP,843.97,120.57,0.79,666.7363,571.4860000000001,Credit Card,False,App,20.62,False,2025,3,1,Gadget Pro X56,Gaming,763.08,GlobalTech UK - 18,UK
TXN-602743,2025-12-03 15:01:19.550420,STORE-003,SKU-00025,COP,925804.6,125644.91,4100.0,3795798860.0,3280654729.0,Unknown,False,Store,37.95,False,2025,12,4,Gadget Pro X25,Oficina,161.29,GlobalTech Colombia - 3,Colombia
TXN-602744,2025-07-28 15:01:19.569294,STORE-018,SKU-00108,GBP,788.36,112.62,0.79,622.8044,533.8346,Crypto,True,Store,11.71,False,2025,7,3,Gadget Pro X108,Gaming,712.8,GlobalTech UK - 18,UK
TXN-602745,2025-06-05 15:01:19.589420,STORE-002,SKU-00050,USD,598.39,29.92,1.0,598.39,568.47,Credit Card,False,App,26.48,True,2025,6,2,Gadget Pro X50,Electrónica,427.42,GlobalTech USA - 2,USA
TXN-602746,2026-01-08 15:01:19.609372,STORE-007,SKU-00045,EUR,483.54,72.53,0.92,444.8568,378.1292,Desconocido,True,App,42.86,False,2026,1,1,Gadget Pro X45,Electrónica,375.42,GlobalTech España - 7,España
TXN-602747,2025-04-25 15:01:19.629388,STORE-018,SKU-00145,GBP,91.37,13.05,0.79,72.18230000000001,61.872800000000005,Desconocido,True,App,29.98,True,2025,4,2,Gadget Pro X145,Electrónica,82.61,GlobalTech UK - 18,UK
TXN-602748,2025-10-23 15:01:19.651327,STORE-020,SKU-00006,MXN,11302.58,1291.72,17.5,197795.15,175190.05000000002,Crypto,True,App,9.13,False,2025,10,4,Gadget Pro X6,Gaming,461.33,GlobalTech México - 20,México
TXN-602749,2025-11-24 15:01:19.665744,STORE-012,SKU-00031,MXN,28861.0,3298.4,17.5,505067.5,447345.5,Credit Card,False,Web,10.19,False,2025,11,4,Gadget Pro X31,Electrónica,1178.0,GlobalTech México - 12,México
TXN-602750,2025-08-24 15:01:19.682378,STORE-009,SKU-00082,USD,1394.57,69.73,1.0,1394.57,1324.84,Cash,False,Web,30.14,False,2025,8,3,Gadget Pro X82,Electrónica,996.12,GlobalTech USA - 9,USA
TXN-602751,2025-12-19 15:01:19.702969,STORE-018,SKU-00039,GBP,696.25,99.46,0.79,550.0375,471.4641,Unknown,False,Social,33.23,False,2025,12,4,Gadget Pro X39,Gaming,629.52,GlobalTech UK - 18,UK
TXN-602752,2025-10-10 15:01:19.722649,STORE-017,SKU-00090,USD,158.37,7.92,1.0,158.37,150.45000000000002,Desconocido,True,Store,13.54,False,2025,10,4,Gadget Pro X90,Electrónica,113.12,GlobalTech USA - 17,USA
TXN-602753,2025-12-01 15:01:19.740247,STORE-011,SKU-00067,USD,1601.12,80.06,1.0,1601.12,1521.06,Desconocido,True,Store,39.62,False,2025,12,4,Gadget Pro X67,Oficina,1143.66,GlobalTech USA - 11,USA
TXN-602754,2025-03-03 15:01:19.758539,STORE-019,SKU-00078,USD,650.23,32.51,1.0,650.23,617.72,Desconocido,True,Social,20.67,True,2025,3,1,Gadget Pro X78,Hogar,464.45,GlobalTech USA - 19,USA
TXN-602755,2025-06-23 15:01:19.782651,STORE-018,SKU-00030,JPY,1077.14,153.88,0.79,850.9406000000001,729.3754000000001,Desconocido,False,Social,41.88,True,2025,6,2,Gadget Pro X30,Hogar,973.91,GlobalTech UK - 18,UK
TXN-602756,2026-01-08 15:01:19.804520,STORE-020,SKU-00148,MXN,3141.63,359.04,17.5,54978.525,48695.325000000004,Desconocido,True,App,33.04,False,2026,1,1,Gadget Pro X148,Hogar,128.23,GlobalTech México - 20,México
TXN-602757,2025-08-10 15:01:19.832565,STORE-019,SKU-00001,USD,1457.27,72.86,1.0,1457.27,1384.41,Unknown,False,App,26.01,False,2025,8,3,Gadget Pro X1,Oficina,1040.91,GlobalTech USA - 19,USA
TXN-602758,2025-03-10 15:01:19.854454,STORE-004,SKU-00120,COP,2078109.6,282029.16,4100.0,8520249360.0,7363929804.000001,Crypto,True,App,15.53,False,2025,3,1,Gadget Pro X120,Electrónica,362.04,GlobalTech Colombia - 4,Colombia
TXN-602759,2025-10-01 15:01:19.872879,STORE-015,SKU-00140,EUR,1123.5,168.52,0.92,1033.6200000000001,878.5816000000001,Crypto,False,Store,26.92,False,2025,10,4,Gadget Pro X140,Gaming,872.28,GlobalTech España - 15,España
TXN-602760,2025-08-19 15:01:19.892327,STORE-010,SKU-00096,MXN,24732.26,2826.54,17.5,432814.55,383350.1,Cash,False,Social,25.47,True,2025,8,3,Gadget Pro X96,Electrónica,1009.48,GlobalTech México - 10,México
TXN-602761,2025-12-24 15:01:19.909220,STORE-006,SKU-00050,GBP,472.73,67.53,0.79,373.4567,320.10800000000006,Crypto,False,Store,27.65,False,2025,12,4,Gadget Pro X50,Electrónica,427.42,GlobalTech UK - 6,UK
TXN-602762,2025-09-06 15:01:19.930387,STORE-013,SKU-00035,USD,483.2,24.16,1.0,483.2,459.03999999999996,Unknown,True,Web,8.4,False,2025,9,3,Gadget Pro X35,Gaming,345.14,GlobalTech USA - 13,USA
TXN-602763,2025-08-03 15:01:19.950048,STORE-001,SKU-00039,GBP,696.25,99.46,0.79,550.0375,471.4641,Unknown,False,App,23.0,False,2025,8,3,Gadget Pro X39,Gaming,629.52,GlobalTech UK - 1,UK
TXN-602764,2025-06-17 15:01:19.965958,STORE-002,SKU-00109,USD,1437.14,71.86,1.0,1437.14,1365.2800000000002,Unknown,True,Social,44.61,False,2025,6,2,Gadget Pro X109,Gaming,1026.53,GlobalTech USA - 2,USA
TXN-602765,2025-06-23 15:01:19.985472,STORE-007,SKU-00088,EUR,1258.18,188.73,0.92,1157.5256000000002,983.8940000000001,Desconocido,True,Store,13.13,True,2025,6,2,Gadget Pro X88,Oficina,976.85,GlobalTech España - 7,España
TXN-602766,2025-04-13 15:01:20.004283,STORE-018,SKU-00150,GBP,971.93,138.85,0.79,767.8247,658.1332,Desconocido,True,Web,8.87,False,2025,4,2,Gadget Pro X150,Hogar,878.78,GlobalTech UK - 18,UK
TXN-602767,2025-03-11 15:01:20.026145,STORE-014,SKU-00058,USD,1096.82,54.84,1.0,1096.82,1041.98,Credit Card,False,Social,31.65,False,2025,3,1,Gadget Pro X58,Oficina,783.44,GlobalTech USA - 14,USA
TXN-602768,2025-10-11 15:01:20.049114,STORE-005,SKU-00002,MXN,9336.46,1067.02,17.5,163388.05,144715.19999999998,Unknown,True,Store,11.83,True,2025,10,4,Gadget Pro X2,Electrónica,381.08,GlobalTech México - 5,México
TXN-602769,2026-02-08 15:01:20.071701,STORE-002,SKU-00008,USD,706.16,35.31,1.0,706.16,670.8499999999999,Crypto,True,App,11.42,True,2026,2,1,Gadget Pro X8,Hogar,504.4,GlobalTech USA - 2,USA
TXN-602770,2025-10-21 15:01:20.089918,STORE-020,SKU-00098,MXN,25765.18,2944.59,17.5,450890.65,399360.325,Desconocido,True,App,41.09,False,2025,10,4,Gadget Pro X98,Hogar,1051.64,GlobalTech México - 20,México
TXN-602771,2025-10-17 15:01:20.111322,STORE-004,SKU-00093,COP,1019940.6,138420.51,4100.0,4181756460.0,3614232369.0,Credit Card,False,Web,28.7,True,2025,10,4,Gadget Pro X93,Gaming,177.69,GlobalTech Colombia - 4,Colombia
TXN-602772,2025-06-23 15:01:20.129392,STORE-019,SKU-00091,USD,523.46,26.17,1.0,523.46,497.29,Crypto,False,Web,47.64,False,2025,6,2,Gadget Pro X91,Hogar,373.9,GlobalTech USA - 19,USA
TXN-602773,2025-06-01 15:01:20.145123,STORE-019,SKU-00031,USD,1649.2,82.46,1.0,1649.2,1566.74,Crypto,False,Social,42.63,True,2025,6,2,Gadget Pro X31,Electrónica,1178.0,GlobalTech USA - 19,USA
TXN-602774,2025-08-05 15:01:20.165529,STORE-012,SKU-00078,MXN,11379.02,1300.46,17.5,199132.85,176374.80000000002,Credit Card,True,App,39.14,False,2025,8,3,Gadget Pro X78,Hogar,464.45,GlobalTech México - 12,México
TXN-602775,2026-01-07 15:01:20.184257,STORE-009,SKU-00027,USD,190.26,9.51,1.0,190.26,180.75,Crypto,True,Store,31.96,False,2026,1,1,Gadget Pro X27,Gaming,135.9,GlobalTech USA - 9,USA
TXN-602776,2026-01-30 15:01:20.208449,STORE-002,SKU-00043,USD,808.71,40.44,1.0,808.71,768.27,Unknown,True,Social,41.15,True,2026,1,1,Gadget Pro X43,Oficina,577.65,GlobalTech USA - 2,USA
TXN-602777,2025-03-07 15:01:20.228891,STORE-002,SKU-00077,USD,1297.17,64.86,1.0,1297.17,1232.3100000000002,Crypto,False,Web,14.53,False,2025,3,1,Gadget Pro X77,Oficina,926.55,GlobalTech USA - 2,USA
TXN-602778,2025-06-16 15:01:20.247336,STORE-020,SKU-00091,MXN,9160.55,1046.92,17.5,160309.625,141988.525,Credit Card,True,Social,49.58,True,2025,6,2,Gadget Pro X91,Hogar,373.9,GlobalTech México - 20,México
TXN-602779,2025-12-09 15:01:20.267455,STORE-011,SKU-00035,USD,483.2,24.16,1.0,483.2,459.03999999999996,Credit Card,False,App,45.67,False,2025,12,4,Gadget Pro X35,Gaming,345.14,GlobalTech USA - 11,USA
TXN-602780,2025-09-17 15:01:20.283993,STORE-009,SKU-00053,USD,555.77,27.79,1.0,555.77,527.98,Cash,True,Store,15.68,True,2025,9,3,Gadget Pro X53,Oficina,396.98,GlobalTech USA - 9,USA
TXN-602781,2025-05-06 15:01:20.302560,STORE-015,SKU-00056,EUR,982.85,147.43,0.92,904.2220000000001,768.5864000000001,Unknown,False,Social,41.52,True,2025,5,2,Gadget Pro X56,Gaming,763.08,GlobalTech España - 15,España
TXN-602782,2026-01-24 15:01:20.320144,STORE-010,SKU-00077,MXN,22700.47,2594.34,17.5,397258.22500000003,351857.275,Desconocido,False,Social,32.72,False,2026,1,1,Gadget Pro X77,Oficina,926.55,GlobalTech México - 10,México
TXN-602783,2025-03-11 15:01:20.339304,STORE-014,SKU-00134,USD,276.78,13.84,1.0,276.78,262.94,Crypto,False,App,35.21,False,2025,3,1,Gadget Pro X134,Electrónica,197.7,GlobalTech USA - 14,USA
TXN-602784,2025-04-25 15:01:20.361016,STORE-010,SKU-00033,MXN,2256.2,257.85,17.5,39483.5,34971.125,Crypto,True,Web,44.63,False,2025,4,2,Gadget Pro X33,Electrónica,92.09,GlobalTech México - 10,México
TXN-602785,2025-05-31 15:01:20.382491,STORE-019,SKU-00129,USD,165.3,8.26,1.0,165.3,157.04000000000002,Credit Card,True,Social,28.41,True,2025,5,2,Gadget Pro X129,Hogar,118.07,GlobalTech USA - 19,USA
TXN-602786,2025-12-28 15:01:20.402769,STORE-011,SKU-00012,USD,1262.87,63.14,1.0,1262.87,1199.7299999999998,Cash,True,App,48.31,False,2025,12,4,Gadget Pro X12,Oficina,902.05,GlobalTech USA - 11,USA
TXN-602787,2025-05-10 15:01:20.420015,STORE-012,SKU-00150,MXN,21530.11,2460.58,17.5,376776.925,333716.77499999997,Unknown,False,Store,37.83,False,2025,5,2,Gadget Pro X150,Hogar,878.78,GlobalTech México - 12,México
TXN-602788,2026-02-16 15:01:20.434567,STORE-011,SKU-00033,USD,128.93,6.45,1.0,128.93,122.48,Unknown,False,App,25.35,True,2026,2,1,Gadget Pro X33,Electrónica,92.09,GlobalTech USA - 11,USA
TXN-602789,2025-07-24 15:01:20.453556,STORE-015,SKU-00094,EUR,1053.17,157.98,0.92,968.9164000000001,823.5748000000001,Desconocido,False,Web,44.45,True,2025,7,3,Gadget Pro X94,Hogar,817.68,GlobalTech España - 15,España
TXN-602790,2025-09-30 15:01:20.473923,STORE-016,SKU-00133,COP,4146748.2,562772.97,4100.0,17001667620.0,14694298443.000002,Desconocido,False,Store,48.85,False,2025,9,3,Gadget Pro X133,Gaming,722.43,GlobalTech Colombia - 16,Colombia
TXN-602791,2025-11-23 15:01:20.495732,STORE-001,SKU-00067,GBP,1264.89,180.7,0.79,999.2631000000001,856.5101000000001,Desconocido,True,App,32.23,False,2025,11,4,Gadget Pro X67,Oficina,1143.66,GlobalTech UK - 1,UK
TXN-602792,2025-09-18 15:01:20.518601,STORE-006,SKU-00136,GBP,1157.46,165.35,0.79,914.3934,783.7669000000001,Desconocido,False,Store,9.58,False,2025,9,3,Gadget Pro X136,Gaming,1046.53,GlobalTech UK - 6,UK
TXN-602793,2025-05-10 15:01:20.537940,STORE-008,SKU-00056,GBP,843.97,120.57,0.79,666.7363,571.4860000000001,Cash,True,Store,19.86,True,2025,5,2,Gadget Pro X56,Gaming,763.08,GlobalTech UK - 8,UK
TXN-602794,2025-05-12 15:01:20.555155,STORE-002,SKU-00002,USD,533.51,26.68,1.0,533.51,506.83,Crypto,True,Store,44.07,True,2025,5,2,Gadget Pro X2,Electrónica,381.08,GlobalTech USA - 2,USA
TXN-602795,2025-03-09 15:01:20.572459,STORE-017,SKU-00057,USD,1378.38,68.92,1.0,1378.38,1309.46,Unknown,False,Social,27.32,True,2025,3,1,Gadget Pro X57,Gaming,984.56,GlobalTech USA - 17,USA
TXN-602796,2025-12-03 15:01:20.596836,STORE-001,SKU-00139,GBP,106.88,15.27,0.79,84.4352,72.3719,Unknown,False,Store,11.34,False,2025,12,4,Gadget Pro X139,Oficina,96.64,GlobalTech UK - 1,UK
TXN-602797,2025-10-11 15:01:20.616937,STORE-008,SKU-00050,GBP,472.73,67.53,0.79,373.4567,320.10800000000006,Credit Card,True,Store,18.48,False,2025,10,4,Gadget Pro X50,Electrónica,427.42,GlobalTech UK - 8,UK
TXN-602798,2026-02-01 15:01:20.636528,STORE-005,SKU-00140,MXN,21370.86,2442.38,17.5,373990.05,331248.39999999997,Crypto,True,Store,20.11,False,2026,2,1,Gadget Pro X140,Gaming,872.28,GlobalTech México - 5,México
TXN-602799,2026-01-09 15:01:20.655275,STORE-008,SKU-00125,EUR,723.88,103.41,0.79,571.8652000000001,490.17130000000003,Desconocido,True,App,8.06,False,2026,1,1,Gadget Pro X125,Gaming,654.5,GlobalTech UK - 8,UK
TXN-602800,2025-12-18 15:01:20.708268,STORE-006,SKU-00004,GBP,1193.84,170.55,0.79,943.1336,808.3991,Credit Card,False,Web,20.86,True,2025,12,4,Gadget Pro X4,Oficina,1079.42,GlobalTech UK - 6,UK
TXN-602801,2025-11-13 15:01:20.726639,STORE-005,SKU-00110,MXN,7230.19,826.31,17.5,126528.325,112067.89999999998,Unknown,False,Store,36.47,True,2025,11,4,Gadget Pro X110,Electrónica,295.11,GlobalTech México - 5,México
TXN-602802,2025-03-15 15:01:20.753841,STORE-006,SKU-00030,GBP,1077.14,153.88,0.79,850.9406000000001,729.3754000000001,Desconocido,True,Social,26.78,False,2025,3,1,Gadget Pro X30,Hogar,973.91,GlobalTech UK - 6,UK
TXN-602803,2026-01-11 15:01:20.769649,STORE-008,SKU-00132,GBP,477.68,68.24,0.79,377.3672,323.4576,Desconocido,False,Store,35.95,False,2026,1,1,Gadget Pro X132,Hogar,431.9,GlobalTech UK - 8,UK
TXN-602804,2025-12-29 15:01:20.791424,STORE-015,SKU-00069,EUR,221.65,33.25,0.92,203.918,173.328,Cash,False,App,20.34,False,2025,12,4,Gadget Pro X69,Hogar,172.09,GlobalTech España - 15,España
TXN-602805,2025-05-15 15:01:20.818408,STORE-020,SKU-00105,MXN,15602.83,1783.18,17.5,273049.525,241843.875,Crypto,True,Social,15.83,False,2025,5,2,Gadget Pro X105,Gaming,636.85,GlobalTech México - 20,México
TXN-602806,2025-10-22 15:01:20.838355,STORE-018,SKU-00085,GBP,912.58,130.37,0.79,720.9382,617.9459,Desconocido,False,Store,35.7,False,2025,10,4,Gadget Pro X85,Hogar,825.12,GlobalTech UK - 18,UK
TXN-602807,2025-08-30 15:01:20.858795,STORE-005,SKU-00019,MXN,27155.8,3103.52,17.5,475226.5,420914.89999999997,Cash,True,App,22.59,False,2025,8,3,Gadget Pro X19,Gaming,1108.4,GlobalTech México - 5,México
TXN-602808,2025-07-28 15:01:20.878378,STORE-014,SKU-00026,USD,387.86,19.39,1.0,387.86,368.47,Desconocido,False,Social,48.07,True,2025,7,3,Gadget Pro X26,Electrónica,277.04,GlobalTech USA - 14,USA
TXN-602809,2025-12-15 15:01:20.898916,STORE-005,SKU-00015,MXN,13162.13,1504.24,17.5,230337.275,204013.07499999998,Desconocido,False,Social,44.24,False,2025,12,4,Gadget Pro X15,Electrónica,537.23,GlobalTech México - 5,México
TXN-602810,2025-06-20 15:01:20.922356,STORE-019,SKU-00051,USD,1323.64,66.18,1.0,1323.64,1257.46,Credit Card,False,Store,14.42,False,2025,6,2,Gadget Pro X51,Electrónica,945.46,GlobalTech USA - 19,USA
TXN-602811,2025-09-02 15:01:20.946706,STORE-005,SKU-00062,MXN,16737.66,1912.88,17.5,292909.05,259433.64999999997,Desconocido,True,Social,46.69,False,2025,9,3,Gadget Pro X62,Gaming,683.17,GlobalTech México - 5,México
TXN-602812,2025-09-14 15:01:20.970921,STORE-009,SKU-00070,EUR,77.81,3.89,1.0,77.81,73.92,Desconocido,False,Web,45.14,False,2025,9,3,Gadget Pro X70,Hogar,55.58,GlobalTech USA - 9,USA
TXN-602813,2025-03-02 15:01:20.997151,STORE-008,SKU-00099,USD,829.23,118.46,0.79,655.0917000000001,561.5083,Cash,False,Store,45.36,False,2025,3,1,Gadget Pro X99,Electrónica,749.76,GlobalTech UK - 8,UK
TXN-602814,2025-06-15 15:01:21.019418,STORE-010,SKU-00146,MXN,4720.9,539.53,17.5,82615.75,73173.97499999999,Credit Card,False,App,15.13,False,2025,6,2,Gadget Pro X146,Electrónica,192.69,GlobalTech México - 10,México
TXN-602815,2025-03-05 15:01:21.036752,STORE-007,SKU-00035,EUR,444.54,66.68,0.92,408.9768,347.63120000000004,Desconocido,True,Store,37.56,True,2025,3,1,Gadget Pro X35,Gaming,345.14,GlobalTech España - 7,España
TXN-602816,2026-02-02 15:01:21.051842,STORE-002,SKU-00108,USD,997.92,49.9,1.0,997.92,948.02,Credit Card,True,App,33.15,False,2026,2,1,Gadget Pro X108,Gaming,712.8,GlobalTech USA - 2,USA
TXN-602817,2025-11-21 15:01:21.070221,STORE-001,SKU-00097,GBP,410.25,58.61,0.79,324.0975,277.7956,Credit Card,True,App,37.66,False,2025,11,4,Gadget Pro X97,Hogar,370.93,GlobalTech UK - 1,UK
TXN-602818,2025-05-04 15:01:21.089753,STORE-003,SKU-ERROR-2048,COP,574000.0,77900.0,4100.0,2353400000.0,2034010000.0,Desconocido,False,Social,16.23,False,2025,5,2,,,,GlobalTech Colombia - 3,Colombia
TXN-602819,2025-11-10 15:01:21.108558,STORE-017,SKU-00099,USD,1049.66,52.48,1.0,1049.66,997.1800000000001,Crypto,True,Social,46.99,False,2025,11,4,Gadget Pro X99,Electrónica,749.76,GlobalTech USA - 17,USA
TXN-602820,2025-11-27 15:01:21.169222,STORE-004,SKU-00022,COP,3415816.6,463575.11,4100.0,14004848060.0,12104190109.0,Crypto,True,App,8.18,False,2025,11,4,Gadget Pro X22,Oficina,595.09,GlobalTech Colombia - 4,Colombia
TXN-602821,2025-08-22 15:01:21.197360,STORE-008,SKU-00080,GBP,1172.16,167.45,0.79,926.0064000000001,793.7209,Unknown,True,Store,8.8,False,2025,8,3,Gadget Pro X80,Oficina,1059.82,GlobalTech UK - 8,UK
TXN-602822,2025-09-22 15:01:21.219907,STORE-005,SKU-00077,MXN,22700.47,2594.34,17.5,397258.22500000003,351857.275,Crypto,False,Social,27.54,True,2025,9,3,Gadget Pro X77,Oficina,926.55,GlobalTech México - 5,México
TXN-602823,2025-10-02 15:01:21.239111,STORE-010,SKU-00013,MXN,22909.46,2618.22,17.5,400915.55,355096.69999999995,Cash,True,Web,49.24,False,2025,10,4,Gadget Pro X13,Oficina,935.08,GlobalTech México - 10,México
TXN-602824,2025-11-06 15:01:21.256315,STORE-018,SKU-00054,GBP,704.67,100.67,0.79,556.6893,477.16,Credit Card,True,Store,41.26,False,2025,11,4,Gadget Pro X54,Gaming,637.13,GlobalTech UK - 18,UK
TXN-602825,2025-05-28 15:01:21.274538,STORE-016,SKU-00049,COP,2587190.2,351118.67,4100.0,10607479820.0,9167893273.000002,Desconocido,True,Social,8.31,True,2025,5,2,Gadget Pro X49,Hogar,450.73,GlobalTech Colombia - 16,Colombia
TXN-602826,2025-05-03 15:01:21.300142,STORE-006,SKU-00063,GBP,595.87,85.12,0.79,470.7373,403.4925,Unknown,False,Social,23.25,False,2025,5,2,Gadget Pro X63,Oficina,538.76,GlobalTech UK - 6,UK
TXN-602827,2025-06-08 15:01:21.320587,STORE-004,SKU-00098,COP,6036413.6,819227.56,4100.0,24749295760.0,21390462763.999996,Cash,True,Store,39.6,False,2025,6,2,Gadget Pro X98,Hogar,1051.64,GlobalTech Colombia - 4,Colombia
TXN-602828,2025-11-22 15:01:21.341714,STORE-018,SKU-00047,GBP,704.49,100.64,0.79,556.5471,477.04150000000004,Desconocido,False,App,36.31,False,2025,11,4,Gadget Pro X47,Oficina,636.97,GlobalTech UK - 18,UK
TXN-602829,2025-12-18 15:01:21.361940,STORE-019,SKU-00005,USD,629.16,31.46,1.0,629.16,597.6999999999999,Desconocido,False,Web,24.69,False,2025,12,4,Gadget Pro X5,Hogar,449.4,GlobalTech USA - 19,USA
TXN-602830,2025-05-13 15:01:21.378082,STORE-011,SKU-00144,USD,248.58,12.43,1.0,248.58,236.15,Credit Card,False,Store,15.65,False,2025,5,2,Gadget Pro X144,Gaming,177.56,GlobalTech USA - 11,USA
TXN-602831,2025-10-29 15:01:21.402711,STORE-014,SKU-00035,EUR,483.2,24.16,1.0,483.2,459.03999999999996,Desconocido,True,App,37.78,True,2025,10,4,Gadget Pro X35,Gaming,345.14,GlobalTech USA - 14,USA
TXN-602832,2025-09-07 15:01:21.425202,STORE-016,SKU-ERROR-8548,COP,574000.0,77900.0,4100.0,2353400000.0,2034010000.0,Crypto,False,Store,15.65,False,2025,9,3,,,,GlobalTech Colombia - 16,Colombia
TXN-602833,2025-12-14 15:01:21.449892,STORE-013,SKU-00112,USD,1196.51,59.83,1.0,1196.51,1136.68,Credit Card,True,Store,40.78,False,2025,12,4,Gadget Pro X112,Electrónica,854.65,GlobalTech USA - 13,USA
TXN-602834,2025-10-28 15:01:21.467932,STORE-010,SKU-00137,MXN,26985.28,3084.03,17.5,472242.39999999997,418271.875,Cash,False,App,7.58,False,2025,10,4,Gadget Pro X137,Gaming,1101.44,GlobalTech México - 10,México
TXN-602835,2025-11-21 15:01:21.487059,STORE-011,SKU-00103,USD,520.02,26.0,1.0,520.02,494.02,Crypto,True,App,5.76,True,2025,11,4,Gadget Pro X103,Oficina,371.44,GlobalTech USA - 11,USA
TXN-602836,2025-03-17 15:01:21.505883,STORE-007,SKU-00024,EUR,1289.09,193.36,0.92,1185.9628,1008.0716000000001,Desconocido,True,Store,49.08,False,2025,3,1,Gadget Pro X24,Gaming,1000.85,GlobalTech España - 7,España
TXN-602837,2025-08-24 15:01:21.524628,STORE-005,SKU-00013,MXN,22909.46,2618.22,17.5,400915.55,355096.69999999995,Desconocido,False,Store,14.59,False,2025,8,3,Gadget Pro X13,Oficina,935.08,GlobalTech México - 5,México
TXN-602838,2025-09-26 15:01:21.545118,STORE-007,SKU-00108,EUR,918.09,137.71,0.92,844.6428000000001,717.9496,Credit Card,False,Web,43.84,False,2025,9,3,Gadget Pro X108,Gaming,712.8,GlobalTech España - 7,España
TXN-602839,2025-10-03 15:01:21.566178,STORE-006,SKU-00123,GBP,188.94,26.99,0.79,149.2626,127.9405,Desconocido,False,App,10.15,False,2025,10,4,Gadget Pro X123,Gaming,170.83,GlobalTech UK - 6,UK
TXN-602840,2026-02-17 15:01:21.586050,STORE-010,SKU-00076,MXN,15135.36,1729.76,17.5,264868.8,234598.0,Cash,True,Social,48.56,False,2026,2,1,Gadget Pro X76,Oficina,617.77,GlobalTech México - 10,México
TXN-602841,2025-03-05 15:01:21.608066,STORE-014,SKU-00014,USD,1466.46,73.32,1.0,1466.46,1393.14,Desconocido,True,Social,9.77,False,2025,3,1,Gadget Pro X14,Hogar,1047.47,GlobalTech USA - 14,USA
TXN-602842,2025-07-30 15:01:21.628907,STORE-008,SKU-00075,GBP,211.96,30.28,0.79,167.44840000000002,143.52720000000002,Unknown,False,Store,41.64,False,2025,7,3,Gadget Pro X75,Gaming,191.65,GlobalTech UK - 8,UK
TXN-602843,2025-06-10 15:01:21.648201,STORE-011,SKU-00072,USD,1513.13,75.66,1.0,1513.13,1437.47,Credit Card,True,Web,25.22,False,2025,6,2,Gadget Pro X72,Oficina,1080.81,GlobalTech USA - 11,USA
TXN-602844,2025-06-02 15:01:21.667082,STORE-004,SKU-00136,COP,6007082.2,815246.87,4100.0,24629037020.0,21286524853.0,Cash,False,Store,49.79,False,2025,6,2,Gadget Pro X136,Gaming,1046.53,GlobalTech Colombia - 4,Colombia
TXN-602845,2025-05-07 15:01:21.687757,STORE-016,SKU-00007,COP,2508839.2,340485.32,4100.0,10286240720.0,8890250908.000002,Unknown,False,Store,10.36,False,2025,5,2,Gadget Pro X7,Gaming,437.08,GlobalTech Colombia - 16,Colombia
TXN-602846,2025-08-09 15:01:21.707642,STORE-012,SKU-00056,MXN,18695.46,2136.62,17.5,327170.55,289779.7,Desconocido,True,Store,24.32,False,2025,8,3,Gadget Pro X56,Gaming,763.08,GlobalTech México - 12,México
TXN-602847,2025-04-24 15:01:21.726013,STORE-019,SKU-00098,USD,1472.3,73.61,1.0,1472.3,1398.69,Credit Card,False,Store,32.03,False,2025,4,2,Gadget Pro X98,Hogar,1051.64,GlobalTech USA - 19,USA
TXN-602848,2025-11-29 15:01:21.747889,STORE-014,SKU-00110,USD,413.15,20.66,1.0,413.15,392.48999999999995,Cash,False,App,21.47,False,2025,11,4,Gadget Pro X110,Electrónica,295.11,GlobalTech USA - 14,USA
TXN-602849,2025-12-25 15:01:21.766378,STORE-003,SKU-00008,COP,2895256.0,392927.6,4100.0,11870549600.0,10259546440.0,Crypto,False,App,21.58,False,2025,12,4,Gadget Pro X8,Hogar,504.4,GlobalTech Colombia - 3,Colombia
TXN-602850,2025-03-17 15:01:21.786270,STORE-012,SKU-00097,MXN,9087.78,1038.6,17.5,159036.15000000002,140860.65,Desconocido,True,App,39.02,False,2025,3,1,Gadget Pro X97,Hogar,370.93,GlobalTech México - 12,México
TXN-602851,2025-05-15 15:01:21.808835,STORE-006,SKU-00134,GBP,218.66,31.24,0.79,172.7414,148.0618,Unknown,False,Store,38.98,True,2025,5,2,Gadget Pro X134,Electrónica,197.7,GlobalTech UK - 6,UK
TXN-602852,2025-03-07 15:01:21.830232,STORE-002,SKU-00015,USD,752.12,37.61,1.0,752.12,714.51,Desconocido,True,App,15.45,False,2025,3,1,Gadget Pro X15,Electrónica,537.23,GlobalTech USA - 2,USA
TXN-602853,2025-11-14 15:01:21.852306,STORE-005,SKU-00031,MXN,28861.0,3298.4,17.5,505067.5,447345.5,Cash,False,App,34.46,False,2025,11,4,Gadget Pro X31,Electrónica,1178.0,GlobalTech México - 5,México
